"n","B","j","proj_lambda","psi_proj","se_proj_np","lower_proj_np","upper_proj_np","s0","s0.1","s0.2","lambda.min","lambda.min.1","lambda.min.2","se_proj_delta","lower_proj_delta","upper_proj_delta"
500,1,1,0.0559845639811496,1.67982456156448,0.113059054533708,1.45822881467841,1.90142030845054,0.087637904386141,1.50805426896764,1.85159485416131,0.0850144431498359,1.5131962529908,1.84645287013815,0.0756648851816265,1.53152138660849,1.82812773652046
500,1,2,0.0368341047111657,1.54656745878045,0.113031454022441,1.32502580889646,1.76810910866443,0.0983746159260706,1.35375321156535,1.73938170599555,0.0966860313571521,1.35706283732043,1.73607208024046,0.0797559273342681,1.39024584120528,1.70288907635561
500,2,1,0.03072896014698,1.48577415730579,0.105044911916635,1.27988612994919,1.6916621846624,0.0869812349351272,1.31529093683294,1.65625737777864,0.0831058346077699,1.32288672147456,1.64866159313702,0.0761237716472265,1.33657156487723,1.63497674973436
500,2,2,0.0211802802663154,1.47513240022719,0.105043105154102,1.26924791412516,1.68101688632923,0.0881833214849612,1.30229309011667,1.64797171033772,0.0681250555919539,1.34160729126696,1.60865750918742,0.0774591397057759,1.32331248640387,1.62695231405052
500,3,1,0.0444512583535068,1.44467063088372,0.113223215902274,1.22275312771526,1.66658813405217,0.0993541547326831,1.24993648760766,1.63940477415978,0.092775204389618,1.26283123028007,1.62651003148737,0.0769786995461829,1.2937923797732,1.59554888199424
500,3,2,0.0292459597486094,1.44262187358949,0.113221433855272,1.22070786323316,1.66453588394583,0.0997501574365391,1.24711156501388,1.63813218216511,0.0904823123236663,1.26527654143511,1.61996720574388,0.0773922120551354,1.29093313796143,1.59431060921756
500,4,1,0.106997501017175,1.50572738309112,0.110977595527636,1.28821129585695,1.72324347032528,0.0864513235785798,1.3362827888771,1.67517197730513,0.0850572262716094,1.33901521959876,1.67243954658347,0.0683417001452662,1.37177765080639,1.63967711537584
500,4,2,0.0703972108745313,1.49269855308438,0.111010179540081,1.27511860118582,1.71027850498294,0.0877095180911596,1.32078789762571,1.66460920854305,0.0831497144964742,1.32972511267129,1.65567199349747,0.0686046046701535,1.35823352793088,1.62716357823788
500,5,1,0.0478104906928169,1.39897211643343,0.107359006312294,1.18854846406134,1.60939576880553,0.0817204855749832,1.23879996470647,1.5591442681604,0.077688857733323,1.24670195527612,1.55124227759075,0.0670927186695344,1.26747038784115,1.53047384502572
500,5,2,0.0314561103139857,1.38931857852331,0.107338013777731,1.17893607151896,1.59970108552766,0.0845641303162703,1.22357288310342,1.5550642739432,0.0696221775062473,1.25285911061106,1.52577804643555,0.0699676981762834,1.25218189009779,1.52645526694882
500,6,1,0.0291938930144665,1.59155985598797,0.124053947157323,1.34841411955962,1.83470559241632,0.105822998231035,1.38414677945514,1.7989729325208,0.0935619021395952,1.40817852779437,1.77494118418158,0.0862533564894276,1.42250327726869,1.76061643470725
500,6,2,0.0220841094539971,1.59461413873997,0.124055084975976,1.35146617218705,1.83776210529288,0.106987016902522,1.38491958561102,1.80430869186891,0.0946898532481528,1.40902202637359,1.78020625110635,0.0880386943370469,1.42205829783935,1.76716997964058
500,7,1,0.0583850028272937,1.40422411689682,0.110063358021443,1.1884999351748,1.61994829861885,0.0894733393946041,1.2288563716834,1.57959186211025,0.0719701525273901,1.26316261794314,1.54528561585051,0.0659342634954313,1.27499296044578,1.53345527334787
500,7,2,0.0384134331818026,1.40270932558402,0.110071550527131,1.18696908655084,1.61844956461719,0.0897837431868493,1.22673318893779,1.57868546223024,0.0719967734501863,1.26159564962165,1.54382300154638,0.0660870199155398,1.27317876654956,1.53223988461848
500,8,1,0.0657209784446194,1.68157197952682,0.116580829793677,1.45307355313121,1.91007040592243,0.0886598807028047,1.50779861334932,1.85534534570432,0.0886282210198772,1.50786066632786,1.85528329272578,0.0688027873772733,1.54671851626736,1.81642544278627
500,8,2,0.043240015275719,1.64036571390995,0.116529717734987,1.41196746714937,1.86876396067052,0.0925677723471657,1.4589328801095,1.82179854771039,0.0844199617387231,1.47490258890205,1.80582883891784,0.0702694612346448,1.50263756989004,1.77809385792985
500,9,1,0.0418582642151052,1.73756034713598,0.11183818742791,1.51835749977728,1.95676319449469,0.0895717005626192,1.56199981403325,1.91312088023872,0.08601288381775,1.56897509485319,1.90614559941877,0.0743146729296285,1.59190358819391,1.88321710607806
500,9,2,0.0275399427536127,1.64720464272477,0.11172251953214,1.42822850444177,1.86618078100776,0.0984437397213245,1.45425491287097,1.84015437257856,0.0867777383956474,1.4771202754693,1.81728900998023,0.0773569073746323,1.49558510427049,1.79882418117904
500,10,1,0.0289147849791719,1.46993235648051,0.109185904161074,1.25592798432481,1.68393672863622,0.0963180468762487,1.28114898460307,1.65871572835796,0.0926823548964114,1.28827494088355,1.65158977207748,0.077717611781668,1.31760583738844,1.62225887557258
500,10,2,0.021872974460871,1.46938483091706,0.109184802387019,1.25538261823851,1.68338704359562,0.097053751489663,1.27915947799733,1.6596101838368,0.0928690911522679,1.28736141225862,1.65140824957551,0.0787018269999835,1.3151292499971,1.62364041183703
500,11,1,0.0301428870978225,1.36055990324847,0.112746951212965,1.13957587887105,1.58154392762588,0.0989199900734189,1.16667672270456,1.55444308379237,0.0841558484500772,1.19561444028631,1.52550536621062,0.0774531300392808,1.20875176837147,1.51236803812546
500,11,2,0.0198320069087594,1.35778981317137,0.112741268767833,1.13681692638642,1.57876269995633,0.0994744560688359,1.16281987927645,1.55275974706629,0.087994126829036,1.18532132458646,1.53025830175628,0.0784093836750349,1.2041074211683,1.51147220517444
500,12,1,0.0623379024764788,1.81450022496236,0.120585755857348,1.57815214348196,2.05084830644277,0.0890914253327938,1.63988103131009,1.98911941861464,0.0874542359339761,1.64308992253177,1.98591052739296,0.0809175649508604,1.65590179765868,1.97309865226605
500,12,2,0.0410141771947387,1.75673153449655,0.120547102945361,1.52045921272365,1.99300385626946,0.0945956426336015,1.57132407493469,1.94213899405841,0.0934857678614376,1.57349942948814,1.93996363950497,0.0814565937007197,1.59707661084314,1.91638645814996
500,13,1,0.0534423653862619,1.58950792036796,0.119301293340136,1.35567738542129,1.82333845531462,0.095732500169149,1.40187222003643,1.77714362069949,0.0919555229760718,1.40927509533486,1.76974074540106,0.0736713827975378,1.44511201008478,1.73390383065113
500,13,2,0.0351615077919113,1.58855691906243,0.119300578107195,1.35472778597233,1.82238605215253,0.0957572491273225,1.40087271077288,1.77624112735198,0.0751172079131409,1.44132719155267,1.73578664657218,0.0742576670434335,1.4430118916573,1.73410194646756
