"n","B","j","proj_lambda","psi_proj","se_proj_np","lower_proj_np","upper_proj_np","s0","s0.1","s0.2","lambda.min","lambda.min.1","lambda.min.2","se_proj_delta","lower_proj_delta","upper_proj_delta"
500,35,1,0.034359411140053,1.67898597883835,0.363509342270571,0.966507667988034,2.39146428968867,0.224189388760389,1.23957477686799,2.11839718080871,0.179345843229657,1.32746812610822,2.03050383156848,0.113303834215301,1.45691046377636,1.90106149390034
500,35,2,0.0259916344838221,1.68321869182859,0.363966836408897,0.969843692467151,2.39659369119003,0.24322098218508,1.20650556674583,2.15993181691135,0.199908204276867,1.29139861144593,2.07503877221125,0.116359642072143,1.45515379336719,1.91128359028999
500,36,1,0.0497382615155412,1.82173964559267,0.244272631497497,1.34296528785757,2.30051400332776,0.170484415466155,1.487590191279,2.15588909990633,0,1.82173964559267,1.82173964559267,0.10090263446996,1.62397048203155,2.01950880915379
500,36,2,0.0327244547877815,1.88783732446675,0.147245937481406,1.59923528700319,2.1764393619303,0.109243190400971,1.67372067128084,2.10195397765265,0.102250241085398,1.68742685193937,2.08824779699413,0.105760477002183,1.68054678954247,2.09512785939102
500,37,1,0.0350282213296085,1.69768208211218,0.319327783641367,1.0717996261751,2.32356453804926,0.227575462068662,1.25163417645761,2.14372998776676,0.201308929978545,1.30311657935424,2.09224758487013,0.107529851710404,1.48692357275979,1.90844059146458
500,37,2,0.0264975648653157,1.6738210295862,0.317608234258618,1.05130889043931,2.29633316873309,0.231803062030499,1.21948702800642,2.12815503116598,0.143148449540755,1.39325006848632,1.95439199068608,0.110713909393432,1.45682176717507,1.89082029199733
500,38,1,0.0535630434999344,1.830218441403,0.175047551676574,1.48712524011692,2.17331164268909,0.122211431922075,1.59068403483573,2.06975284797027,0.121306916679777,1.59245688471064,2.06797999809536,0.108585517501343,1.61739082710037,2.04304605570563
500,38,2,0.0352409059323854,1.80605247062349,0.175130506627126,1.46279667763433,2.14930826361266,0.122505905916207,1.56594089502773,2.04616404621926,0.108270345899514,1.59384259266045,2.01826234858654,0.0959748315240273,1.6179418008364,1.99416314041059
500,39,1,0.0291295910049864,1.51489666368822,0.234844936531136,1.0546005880872,1.97519273928925,0.179034942177989,1.16398817701936,1.86580515035708,0.17831518037208,1.16539891015895,1.8643944172175,0.111674636169918,1.29601437679518,1.73377895058126
500,39,2,0.0253354327232509,1.49893856384481,0.236880053432061,1.03465365911797,1.96322346857165,0.185418282229218,1.13551873067554,1.86235839701407,0.168434431426962,1.16880707824796,1.82907004944165,0.111081748485715,1.28121833681281,1.71665879087681
500,40,1,0.0368899758191252,1.64428799861382,0.183762449599448,1.28411359739891,2.00446239982874,0.124459503660759,1.40034737143874,1.88822862578891,0.107349814056355,1.43388236306337,1.85469363416428,0.171735786243931,1.30768585757572,1.98089013965193
500,40,2,0.025426829386007,1.58078687666534,0.164280056869095,1.25879796520192,1.90277578812877,0.112609694860357,1.36007187473904,1.80150187859164,0.103688902758639,1.37755662725841,1.78401712607227,0.189955271222313,1.20847454506961,1.95309920826107
500,41,1,0.0266351567268503,1.87992394933758,0.292058482499734,1.3074893236381,2.45235857503706,0.194971198880766,1.49778039953128,2.26206749914389,0.143621955050672,1.59842491743827,2.1614229812369,0.0904985213946846,1.702546847404,2.05730105127117
500,42,1,0.060833455986872,1.83484105650468,0.157096459837215,1.52693199522374,2.14275011778562,0.117841807680204,1.60387111345148,2.06581099955788,0.111565706958693,1.61617227086564,2.05350984214372,0.0871728755594325,1.66398222040819,2.00569989260117
500,42,2,0.040024351864507,1.83669788311739,0.157116096163614,1.52875033463671,2.14464543159807,0.118337758828663,1.60475587581321,2.06863989042157,0.112352687634391,1.61648661535398,2.0569091508808,0.091710118608727,1.65694605064429,2.0164497155905
500,43,1,0.0428362828127096,1.78201810374069,0.334287793078476,1.12681402930688,2.43722217817451,0.302643559177797,1.18883672775221,2.37519947972917,0.301410844249945,1.1912528490108,2.37278335847058,0.0885092229147842,1.60854002682771,1.95549618065367
500,43,2,0.0281834136833096,1.79608117562673,0.336278944923407,1.13697444357685,2.45518790767661,0.30467959400122,1.19890917138434,2.39325317986912,0.303740360222477,1.20075006959067,2.39141228166278,0.0898932067584951,1.61989049038008,1.97227186087338
500,44,1,0.0585682063060017,1.54418782224117,0.210469593077776,1.13166741980873,1.95670822467361,0.130386098716863,1.28863106875611,1.79974457572622,0.122148067825491,1.3047776093032,1.78359803517913,0.0869829002525607,1.37370133774615,1.71467430673619
500,44,2,0.0385339688373174,1.56289766430385,0.207771769141799,1.15566499678593,1.97013033182178,0.130689880656794,1.30674549821654,1.81904983039117,0.125609382006471,1.31670327557117,1.80909205303654,0.0894459616663193,1.38758357943787,1.73821174916984
500,45,1,0.0371940827535495,1.71699315938551,0.46029417060333,0.814816585002986,2.61916973376804,0.285009621651441,1.15837430094869,2.27561201782234,0.160805382859738,1.40181460898043,2.0321717097906,0.100596238025644,1.51982453285525,1.91416178591577
500,45,2,0.02563643849973,1.75085082890734,0.45723192163878,0.854676262495331,2.64702539531935,0.291024242033379,1.18044331452192,2.32125834329276,0.198301868493744,1.3621791666596,2.13952249115508,0.104508153069331,1.54601484889145,1.95568680892323
500,46,1,0.0418821031879847,1.53410966972363,0.253038057175751,1.03815507765916,2.0300642617881,0.183167117952403,1.17510211853692,1.89311722091034,0.171349095543465,1.19826544245844,1.86995389698882,0.0886306784167517,1.3603935400268,1.70782579942047
500,46,2,0.0275556272059118,1.47538673613786,0.206889292723403,1.06988372239999,1.88088974987573,0.141404862223859,1.1982332061791,1.75254026609662,0.10040920470383,1.27858469491836,1.67218877735737,0.0922773830052455,1.29452306544758,1.65625040682814
500,47,1,0.0469600223568766,1.62955603252128,0.251740548670865,1.13614455712639,2.12296750791618,0.172476474038752,1.29150214340533,1.96760992163724,0.164395983613005,1.30733990463979,1.95177216040277,0.114296970048357,1.4055339712265,1.85357809381606
500,47,2,0.0308965589392513,1.65525433383268,0.264162286847863,1.13749625161086,2.17301241605449,0.188207436705004,1.28636775789087,2.02414090977448,0.177445823916296,1.30746051895674,2.00304814870862,0.115485310754256,1.42890312475433,1.88160554291102
500,48,1,0.0315386176664848,1.79243299121994,0.270199328000866,1.26284230833824,2.32202367410164,0.186077081589509,1.4277219113045,2.15714407113538,0.173006204080138,1.45334083122287,2.13152515121701,0.0959944456315889,1.60428387778202,1.98058210465785
500,48,2,0.0261839144613132,1.80216070805497,0.271635974582618,1.26975419787304,2.3345672182369,0.188786986160626,1.43213821518014,2.1721832009298,0.174357309417384,1.4604203815969,2.14390103451304,0.0982742350848724,1.60954320728862,1.99477820882132
500,49,1,0.0467666345875712,1.78146658814993,0.187192233072943,1.41456981132696,2.1483633649729,0.128625970550543,1.52935968587086,2.03357349042899,0.125856811094252,1.53478723840519,2.02814593789466,0.0999256758939639,1.58561226339776,1.9773209129021
500,49,2,0.0307693227005829,1.75664649002807,0.192163189691297,1.38000663823313,2.13328634182302,0.138729034502316,1.48473758240354,2.02855539765261,0.137062539433461,1.48800391273849,2.02528906731766,0.0992631371183946,1.56209074127602,1.95120223878013
500,50,1,0.0894653194681447,1.70347998788708,0.235812742120256,1.24128701333137,2.16567296244278,0.116282730467326,1.47556583617112,1.93139413960303,0.10538086236488,1.49693349765191,1.91002647812224,0.0887722218191172,1.52948643312161,1.87747354265255
500,50,2,0.058862206132696,1.74769869968722,0.242114610338634,1.2731540634235,2.22224333595095,0.119187907632277,1.51409040072796,1.98130699864649,0.105305925269916,1.54129908615819,1.95409831321626,0.102538196398964,1.54672383474525,1.94867356462919
500,51,1,0.0549664568680669,1.59122957354012,0.352979690283934,0.899389380583607,2.28306976649663,0.196513673022469,1.20606277441608,1.97639637266416,0.159042203262395,1.27950685514582,1.90295229193441,0.0837667465934913,1.42704675021688,1.75541239686336
500,51,2,0.0361642582152084,1.53965852002026,0.342470393349772,0.868416549054711,2.21090049098582,0.198864691369014,1.149883724937,1.92943331510353,0.15974121657602,1.22656573553126,1.85275130450926,0.0875619135211706,1.36803716951877,1.71127987052176
500,52,1,0.0466917043198056,1.87649450509868,0.262681561644605,1.36163864427525,2.3913503659221,0.202874491417857,1.47886050191968,2.27412850827768,0.170560832880263,1.54219527265336,2.21079373754399,0.0927222387064548,1.69475891723403,2.05823009296333
500,52,2,0.0307200235878874,1.86354424588568,0.263747665463116,1.34659882157797,2.38048967019339,0.216632903951984,1.43894375413979,2.28814473763157,0.210947108470621,1.45008791328326,2.2770005784881,0.096653291414105,1.67410379471403,2.05298469705733
500,53,1,0.0803771233335276,1.42811910297096,0.161396504709344,1.11178195374065,1.74445625220128,0.111008674684239,1.21054210058985,1.64569610535207,0.105887007863973,1.22058056755757,1.63565763838435,0.0759673791025538,1.27922303992996,1.57701516601197
500,53,2,0.0528827799435269,1.38623306654055,0.162058687035056,1.06859803995184,1.70386809312926,0.114687409253956,1.16144574440279,1.6110203886783,0.100671364462318,1.1889171921944,1.58354894088669,0.0759921223959606,1.23728850664446,1.53517762643663
500,54,1,0.054547837062591,1.69017326056093,0.211290353173395,1.27604416834107,2.10430235278078,0.152415767851045,1.39143835557288,1.98890816554897,0.150388464228957,1.39541187067217,1.98493465044968,0.0896439378091967,1.5144711424549,1.86587537866695
500,54,2,0.0358888343366861,1.71094901859826,0.212854934416873,1.29375334714119,2.12814469005533,0.153102839795298,1.41086745259948,2.01103058459704,0.152372513395195,1.41229889234368,2.00959914485284,0.0901193549004874,1.53431508299331,1.88758295420322
500,55,1,0.0435596946279727,1.34657631532645,0.15649157504965,1.03985282822913,1.65329980242376,0.112083984273588,1.12689170615021,1.56626092450268,0.109223490638076,1.13249827367582,1.56065435697707,0.0860880202828635,1.17784379557203,1.51530883508086
500,55,2,0.028659370351681,1.27831583718778,0.146806255539998,0.99057557632938,1.56605609804617,0.108965004158759,1.06474442903661,1.49188724533894,0.106318866563759,1.06993085872281,1.48670081565274,0.0870420216955728,1.10771347466445,1.4489181997111
500,56,1,0.0317748690445942,1.64632548872121,0.318685876745637,1.02170117029977,2.27094980714266,0.194107245830027,1.26587528689436,2.02677569054807,0.190911885303231,1.27213819352688,2.02051278391555,0.0965688763450835,1.45705049108485,1.83560048635758
500,56,2,0.0251810403152762,1.66936379190124,0.313387508122425,1.05512427598129,2.28360330782119,0.192484960054247,1.29209327019492,2.04663431360757,0.172677507705854,1.33091587679777,2.00781170700472,0.0972592643342446,1.47873563380612,1.85999194999636
500,57,1,0.0608386468719145,1.66107070021707,0.219302109144654,1.23123856629354,2.09090283414059,0.153241279823656,1.3607177917627,1.96142360867143,0.0927873284888127,1.47920753637899,1.84293386405514,0.0882471679021597,1.48810625112883,1.8340351493053
500,57,2,0.0400277671202418,1.65020037171555,0.218977593502008,1.22100428845161,2.07939645497948,0.162012511685952,1.33265584881108,1.96774489462001,0.150838181779732,1.35455753542727,1.94584320800382,0.0889008428046692,1.47595471981839,1.8244460236127
500,58,1,0.064585841308647,1.78136545078195,0.296719997074042,1.19979425651683,2.36293664504707,0.161102420872905,1.46560470587106,2.09712619569284,0.0958014037160068,1.59359469949858,1.96913620206532,0.0944444104655704,1.59625440626943,1.96647649529447
500,58,2,0.0424931708394201,1.78518331399038,0.296721180453312,1.20360980030189,2.36675682767888,0.162452184706004,1.46677703196662,2.10358959601415,0.0953533973421441,1.59829065519978,1.97207597278099,0.0965912824589868,1.59586440037077,1.97450222761
