"n","B","j","relax_lambda","proj_lambda","delta_lambda","psi_relax","psi_proj","psi_delta","se_relax_np","se_proj_np","se_delta_np","lower_relax_np","upper_relax_np","lower_proj_np","upper_proj_np","lower_delta_np","upper_delta_np","s0","s0.1","s0.2","s0.3","s0.4","s0.5","s0.6","s0.7","s0.8","lambda.min","lambda.min.1","lambda.min.2","lambda.min.3","lambda.min.4","lambda.min.5","lambda.min.6","lambda.min.7","lambda.min.8","se_relax_delta","se_proj_delta","se_delta_delta","lower_relax_delta","upper_relax_delta","lower_proj_delta","upper_proj_delta","lower_delta_delta","upper_delta_delta"
500,1,1,0.0620869101381736,0.0620869101381736,0.0620869101381736,1.74155712944355,1.61078386677255,1.71377223200172,0.326771071417077,0.343337524138561,0.336760392164466,1.10108582946608,2.38202842942102,0.937842319460968,2.28372541408413,1.05372186335936,2.37382260064407,0.237401463808201,0.252785678311244,0.247230622622626,1.27625026037948,2.20686399850763,1.11532393728251,2.10624379626258,1.22920021166137,2.19834425234207,0.235803573059736,0.25094223183308,0.237828672928552,1.27938212624647,2.20373213264064,1.11893709237971,2.10263064116538,1.24762803306176,2.17991643094168,0.093462708048164,0.0917196652181524,0.093304945377386,1.55837022166915,1.92474403721795,1.43101332294497,1.79055441060013,1.53089453906204,1.89664992494139
500,1,2,0.0592649642512956,0.0592649642512956,0.0592649642512956,1.72773509966715,1.61210285461511,1.71352920603031,0.320642100459773,0.344299988793794,0.336717991157104,1.099276582766,2.35619361656831,0.937274876579277,2.28693083265095,1.05356194336239,2.37349646869824,0.236031686526062,0.256872407194369,0.249669063122298,1.26511299407607,2.19035720525823,1.10863293651415,2.11557277271607,1.22417784231061,2.20288056975002,0.231425501781964,0.255871505511792,0.239709256220126,1.2741411161745,2.1813290831598,1.110594703812,2.11361100541823,1.24369906383886,2.18335934822176,0.0931667972312344,0.0916967897009106,0.0932762352905795,1.54512817709393,1.91034202224037,1.43237714680133,1.7918285624289,1.53070778486078,1.89635062719985
500,1,3,0.0565712801601929,0.0565712801601929,0.0565712801601929,1.73695451572023,1.61207508604648,1.71748087816981,0.321900141445663,0.34429363105859,0.336476854555602,1.10603023848673,2.36787879295373,0.937259569171648,2.28689060292132,1.05798624324083,2.37697551309879,0.23764336678044,0.256996367175985,0.249567104769947,1.27117351683056,2.20273551460989,1.10836220638155,2.11578796571142,1.22832935282071,2.2066324035189,0.236156084953938,0.243896073231929,0.240225677366986,1.27408858921051,2.19982044222994,1.1340387825119,2.09011138958106,1.24663855053052,2.1883232058091,0.0932456537428771,0.0917511857569607,0.0933962902357546,1.55419303438419,1.91971599705627,1.43224276196284,1.79190741013013,1.53442414930773,1.90053760703189
500,1,4,0.0540000281682964,0.0540000281682964,0.0540000281682964,1.73831753950968,1.61339138291891,1.71596648313367,0.321881415665767,0.344302269506726,0.336536694542157,1.10742996480477,2.36920511421458,0.938558934685725,2.28822383115209,1.05635456183104,2.3755784044363,0.237679137964821,0.257716470504571,0.250163724575127,1.27246642909863,2.20416864992073,1.10826710072995,2.11851566510787,1.22564558296642,2.20628738330092,0.23327992917611,0.250406462709968,0.247685714808419,1.2810888783245,2.19554620069485,1.12259471600737,2.10418804983045,1.23050248210917,2.20143048415817,0.0934717181605665,0.0917937857165115,0.0933973927885369,1.55511297191497,1.92152210710439,1.43347556291455,1.79330720292327,1.53290759326814,1.8990253729992
500,1,5,0.0515456435477429,0.0515456435477429,0.0515456435477429,1.74486919843963,1.61303258635267,1.72457866956384,0.321709365909914,0.344295706666149,0.336094937107217,1.11431884125619,2.37541955562306,0.938213001287017,2.28785217141832,1.06583259283369,2.38332474629398,0.238592716004865,0.258007015210637,0.250114114036954,1.27722747507009,2.21251092180916,1.10733883653982,2.11872633616552,1.23435500605141,2.21480233307626,0.124277461537917,0.24539270641336,0.238519053824988,1.50128537382531,1.98845302305394,1.13206288178248,2.09400229092285,1.25708132406686,2.19207601506081,0.0933988129683942,0.0920478352224617,0.0937803462438254,1.56180752502157,1.92793087185768,1.43261882931664,1.79344634338869,1.54076919092594,1.90838814820173
500,1,6,0.049202814496139,0.049202814496139,0.049202814496139,1.75411105097954,1.61286672014863,1.73332275822619,0.319924058017873,0.344471479145576,0.335540928171028,1.1270598972645,2.38116220469457,0.937702621023303,2.28803081927396,1.07566253901098,2.39098297744141,0.236430569483135,0.258779282125194,0.250019312714137,1.29070713479259,2.21751496716648,1.10565932718325,2.12007411311401,1.24328490530648,2.2233606111459,0.234714592542608,0.240643568757416,0.240527275937853,1.29407044959602,2.21415165236305,1.1412053253841,2.08452811491317,1.261889297388,2.20475621906438,0.0942371493724048,0.0920498470613751,0.093982408761687,1.56940623820962,1.93881586374945,1.43244901990834,1.79328442038893,1.54911723705329,1.9175282793991
500,1,7,0.046966470640708,0.046966470640708,0.046966470640708,1.76122762290755,1.61270751648927,1.73661799137907,0.319750845500252,0.344555463335905,0.335314225110825,1.13451596572705,2.38793928008804,0.9373788083509,2.28803622462765,1.07940211016185,2.39383387259628,0.236951793570554,0.259391285349931,0.250311371649045,1.29680210750926,2.22565313830583,1.10430059720341,2.12111443577514,1.24600770294694,2.22722827981119,0.227078078503471,0.242842479938731,0.238792238734373,1.31615458904074,2.20630065677435,1.13673625580936,2.08867877716919,1.2685852034597,2.20465077929844,0.0945428643157308,0.0920479483501513,0.0940606867035096,1.57592360884871,1.94653163696638,1.43229353772298,1.79312149525557,1.55225904544019,1.92097693731794
500,1,8,0.0448317720649412,0.0448317720649412,0.0448317720649412,1.76356098205412,1.61279516239765,1.73562456605763,0.319045145438349,0.344587023465339,0.335379532900276,1.13823249699496,2.38888946711329,0.937404596405588,2.28818572838972,1.07828068157309,2.39296845054217,0.236155994829524,0.259561329118502,0.250494963283764,1.30069523218826,2.22642673191999,1.10405495732539,2.12153536746992,1.24465443802145,2.22659469409381,0.128891204748623,0.241610433789913,0.233179872596038,1.51093422074682,2.01618774336142,1.13923871216942,2.08635161262588,1.2785920157694,2.19265711634587,0.0947039806994127,0.0920763805537977,0.0940610232121004,1.57794117988327,1.94918078422497,1.43232545651221,1.7932648682831,1.55126496056192,1.91998417155335
500,1,9,0.0427940988340047,0.0427940988340047,0.0427940988340047,1.7537306705497,1.6123313436483,1.72712002205512,0.314312797744624,0.344496742848903,0.335969537999237,1.13767758697024,2.36978375412916,0.937117727664451,2.28754495963215,1.06861972757661,2.38562031653362,0.232660693057713,0.260800506074453,0.252410552972404,1.29771571215658,2.20974562894282,1.10116235174237,2.12350033555423,1.23239533822921,2.22184470588103,0.232171321049126,0.240628706587036,0.234490197402327,1.29867488129341,2.20878645980599,1.14069907873771,2.08396360855889,1.26751923514656,2.18672080896368,0.0956400727315069,0.0927680862484957,0.094539866189636,1.56627612799595,1.94118521310345,1.43050589460125,1.79415679269535,1.54182188432343,1.91241815978681
500,1,10,0.0408490409962332,0.0408490409962332,0.0408490409962332,1.71829650831992,1.61317572744027,1.71355811905634,0.305074475981462,0.344780755139244,0.336630190751748,1.12035053539626,2.31624248124359,0.937405447367354,2.28894600751319,1.05376294518291,2.37335329292976,0.22726110821869,0.26647108697106,0.258058657203833,1.27286473621129,2.16372828042855,1.09089239697699,2.13545905790355,1.20776315093683,2.21935308717585,0.209117255950448,0.250364725229911,0.244101985368301,1.30842668665704,2.1281663299828,1.12246086598965,2.1038905888909,1.23511822773447,2.19199801037821,0.095993238199092,0.0931048696565654,0.0948289441214567,1.5301497614497,1.90644325519014,1.4306901829134,1.79566127196714,1.52769338857828,1.89942284953439
