"n","B","j","relax_lambda","proj_lambda","delta_lambda","psi_relax","psi_proj","psi_delta","se_relax_np","se_proj_np","se_delta_np","lower_relax_np","upper_relax_np","lower_proj_np","upper_proj_np","lower_delta_np","upper_delta_np","s0","s0.1","s0.2","s0.3","s0.4","s0.5","s0.6","s0.7","s0.8","lambda.min","lambda.min.1","lambda.min.2","lambda.min.3","lambda.min.4","lambda.min.5","lambda.min.6","lambda.min.7","lambda.min.8","se_relax_delta","se_proj_delta","se_delta_delta","lower_relax_delta","upper_relax_delta","lower_proj_delta","upper_proj_delta","lower_delta_delta","upper_delta_delta"
1500,1,1,0.0270245876144689,0.0270245876144689,0.0270245876144689,1.79171407694261,1.66936758789987,2.25450945695827,0.104987186757057,0.112514933505116,0.119191399138744,1.58593919089878,1.99748896298644,1.44883831822985,1.8898968575699,2.02089431464633,2.48812459927021,0.0779653300743904,0.0864417477486692,0.0834853787096201,1.63890202999681,1.94452612388842,1.49994176231248,1.83879341348727,2.09087811468742,2.41814079922913,0.0778929138911964,0.0849565027164494,0.0814597805647797,1.63904396571587,1.94438418816936,1.50285284257563,1.83588233322411,2.09484828705131,2.41417062686524,0.0550950862584523,0.0532727459767163,0.0725063891659815,1.68372770787605,1.89970044600918,1.56495300578551,1.77378217001424,2.11239693419295,2.3966219797236
1500,1,2,0.024623797733684,0.024623797733684,0.024623797733684,1.79098637988487,1.66931305011681,2.26804822836099,0.104953628985585,0.112532325732931,0.119736991501317,1.58527726707312,1.99669549269662,1.44874969168027,1.88987640855336,2.03336372501841,2.50273273170357,0.0780471207188325,0.0864935976768363,0.0835909557140851,1.63801402327596,1.94395873649378,1.49978559867022,1.83884050156341,2.10420995516139,2.4318865015606,0.0767414831373966,0.0846075134236145,0.0829322969059133,1.64057307293557,1.94139968683417,1.50348232380653,1.8351437764271,2.1055009264254,2.43059553029658,0.0550893049474396,0.0532666776845167,0.0733788098262846,1.68301134218789,1.89896141758185,1.56491036185516,1.77371573837847,2.12422576110147,2.41187069562051
1500,1,3,0.0224362874090539,0.0224362874090539,0.0224362874090539,1.7774042093066,1.66954356704458,1.83518326728209,0.104111915209445,0.112586689299921,0.108955242369827,1.57334485549609,1.98146356311711,1.44887365601673,1.89021347807242,1.62163099223723,2.04873554232695,0.0763989685842355,0.0867443271207679,0.0823087613180086,1.6276622308815,1.9271461877317,1.49952468588787,1.83956244820128,1.67385809509879,1.99650843946539,0.0763275296824895,0.0848818547755849,0.0736851194274478,1.62780225112892,1.92700616748428,1.50317513168443,1.83591200240473,1.69076043320429,1.97960610135989,0.0568897987155585,0.0537560664742953,0.0553644626869891,1.6659002038241,1.88890821478909,1.56418167675496,1.7749054573342,1.72666892041559,1.94369761414859
1500,1,4,0.0204431094726328,0.0204431094726328,0.0204431094726328,1.64522260761374,1.65192067057924,0.719552932472686,0.098417746733755,0.11069145599768,0.146595399428034,1.45232382401558,1.8381213912119,1.43496541682379,1.86887592433469,0.432225949593739,1.00687991535163,0.0731550219072074,0.0889969645991512,0.0914442463936892,1.50183876467561,1.78860645055187,1.4774866199649,1.82635472119358,0.540322209541055,0.898783655404317,0.0690215592249342,0.0821471716666856,0.0821267820949141,1.50994035153287,1.78050486369461,1.49091221411254,1.81292912704594,0.558584439566654,0.880521425378717,0.062893477735505,0.0570243262585661,0.114192685597216,1.52195139125215,1.76849382397533,1.54015299111245,1.76368835004603,0.495735268702143,0.943370596243229
1500,1,5,0.0186269999706548,0.0186269999706548,0.0186269999706548,1.65200024211721,1.64664848950891,0.610213356651314,0.0972647848494394,0.110720437454321,0.153870684169991,1.46136126381231,1.84263922042212,1.42963643209844,1.86366054691938,0.308626815678131,0.911799897624497,0.0731589107468548,0.0892693645342431,0.0941707951285781,1.50860877705338,1.79539170718105,1.47168053502179,1.82161644399602,0.425638598199301,0.794788115103327,0.0684315339629073,0.0831543150297599,0.0847285142341929,1.51787443554992,1.78612604868451,1.48366603205058,1.80963094696723,0.444145468752296,0.776281244550332,0.0627843237914057,0.0570000131960284,0.123491866135519,1.52894296748606,1.77505751674837,1.53492846364469,1.75836851537312,0.368169299025697,0.85225741427693
1500,1,6,0.0169722286314249,0.0169722286314249,0.0169722286314249,1.65274756296933,1.64667014051021,0.646476446609937,0.0970210229076404,0.110894453993268,0.151429438681707,1.46258635807036,1.84290876786831,1.42931701068341,1.86402327033702,0.349674746793791,0.943278146426082,0.0729861421068532,0.0895684597352432,0.093746191290268,1.5096947244399,1.79580040149877,1.47111595942914,1.82222432159129,0.462733911681011,0.830218981538862,0.0675248061799152,0.0834000102475836,0.0766548982978263,1.5203989428567,1.78509618308197,1.48320612042495,1.81013416059548,0.496232845946197,0.796720047273676,0.0628470948795872,0.0569978116879756,0.120393083572114,1.52956725700534,1.77592786893332,1.53495442960178,1.75838585141865,0.410506002808593,0.88244689041128
1500,1,7,0.0154644626172313,0.0154644626172313,0.0154644626172313,1.65105325533192,1.64760766373598,0.605469331603007,0.097534119059676,0.110916322789036,0.154227797794028,1.45988638197495,1.84222012868888,1.43021167106947,1.86500365640249,0.303182847926713,0.907755815279301,0.0734352300254875,0.0896463169229012,0.0968432932091692,1.50712020448196,1.79498630618187,1.4719008825671,1.82331444490487,0.415656476913035,0.795282186292978,0.0693292090494499,0.0829743558079655,0.0288826296337851,1.51516800559499,1.78693850506884,1.48497792635237,1.8102374011196,0.548859377520788,0.662079285685226,0.0630307955687591,0.0570731550660988,0.124027248591081,1.52751289601715,1.77459361464668,1.53574427980643,1.75947104766554,0.362375924364487,0.848562738841526
1500,1,8,0.0140906423801615,0.0140906423801615,0.0140906423801615,1.65081763972992,1.64755000935108,0.609999152807415,0.097563039059741,0.110930105975635,0.153920784525353,1.45959408317282,1.84204119628701,1.43012700163884,1.86497301706333,0.308314415137723,0.911683890477107,0.0734510458349976,0.0896745771388926,0.0967779339427105,1.50685358989332,1.79478168956651,1.47178783815886,1.82331218054331,0.420314402279702,0.799683903335127,0.0683534002725388,0.0834438099147092,0.0287960406532115,1.51684497519574,1.78479030426409,1.48400014191825,1.81109987678391,0.55355891312712,0.666439392487709,0.0630233718786883,0.0570756624480347,0.123643136962414,1.52729183084769,1.77434344861214,1.53568171095294,1.75941830774923,0.367658604361084,0.852339701253745
1500,1,9,0.0128388685465456,0.0128388685465456,0.0128388685465456,1.65105062210634,1.64789971350271,0.605460609695806,0.0973928004622572,0.11093175537108,0.154230133398816,1.46016073320031,1.84194051101236,1.43047347297539,1.86532595403002,0.303169548234127,0.907751671157485,0.0734298546491098,0.0896769529313302,0.0968562362357214,1.50712810699408,1.79497313721859,1.4721328857573,1.82366654124811,0.415622386673792,0.79529883271782,0.0692736869367427,0.0834443413455226,0.0288795916193293,1.51527419571032,1.78682704850235,1.48434880446548,1.81145062253993,0.548856610121921,0.662064609269692,0.0630139614936002,0.0570759590651137,0.124026236730929,1.52754325757888,1.77455798663379,1.53603083373508,1.75976859327033,0.362369185703186,0.848552033688426
1500,1,10,0.011698298850275,0.011698298850275,0.011698298850275,1.59314090605415,1.63979546273833,0.27464674278508,0.0954371978772771,0.110458419489542,0.177141428657765,1.40608399821469,1.78019781389362,1.42329696053883,1.85629396493783,-0.0725504573841398,0.621843942954299,0.0733363475927406,0.0909489007816924,0.103984628581191,1.44940166477238,1.73688014733592,1.46153561720622,1.81805530827045,0.0708368707659456,0.478456614804214,0.0669873012651388,0.0826978779240792,0.0301716312379976,1.46184579557448,1.72443601653383,1.47770762200714,1.80188330346953,0.215510345558604,0.333783140011555,0.0659325409114375,0.0591542327858631,0.152259831735328,1.46391312586774,1.72236868624057,1.52385316647804,1.75573775899862,-0.0237825274161624,0.573076012986322
