"n","B","j","delta_lambda","kappa_IM","psi_delta","se_delta","lower_delta","upper_delta"
1500,91,1,0.0250906041262497,635304142.698058,1.69777491912848,0.058207971606142,1.58368729478044,1.81186254347652
1500,92,1,0.0270788064422508,6.14338583277392e+20,1.80851663299637,0.0514872247182021,1.7076016725487,1.90943159344405
1500,93,1,0.024744634957957,41390117.7360026,1.71586991901119,0.0559066903951147,1.60629280583676,1.82544703218561
1500,94,1,0.0230843768787005,64328624.8726431,1.70710435104075,0.0635310646895863,1.58258346424916,1.83162523783234
1500,95,1,0.0250879632224922,45259952.9209039,1.64133979888911,0.0528138072127543,1.53782473675211,1.7448548610261
1500,96,1,0.0246051300792775,16356399.6769335,1.6668457373589,0.0522671654998684,1.56440209297916,1.76928938173864
1500,97,1,0.0270443037326753,46815600.9633897,1.79160293821074,0.0503002041928404,1.69301453799278,1.89019133842871
1500,98,1,0.0243407964315709,44415621.140569,1.87569689505293,0.0581779969106918,1.76166802110798,1.98972576899789
1500,99,1,0.0243601112410872,7.30208992779202e+20,1.76505783229194,0.0564188643707984,1.65447685812518,1.87563880645871
1500,100,1,0.0256654395777998,32730621.2588325,1.71138938664091,0.0517737247472628,1.60991288613628,1.81286588714555
1500,101,1,0.0252561700395854,43305744.6217023,1.74080855416382,0.0530258932995669,1.63687780329667,1.84473930503097
1500,102,1,0.0238038047340784,70138472.498644,1.55749719426624,0.0680592578467101,1.42410104888669,1.69089333964579
1500,103,1,0.0249836163738627,60511287.7293381,1.57499909484141,0.0487971920717087,1.47935659838086,1.67064159130196
1500,104,1,0.0246852048127437,67973763.7043449,1.70484405629585,0.0523257966151552,1.60228549493015,1.80740261766155
1500,105,1,0.0245831354494323,61556526.8592326,1.73648454173724,0.0573224156715068,1.62413260702109,1.84883647645339
1500,106,1,0.0323552669115331,201388.877781694,1.71277762457948,0.0553949497909881,1.60420352298914,1.82135172616981
1500,107,1,0.0251776451526086,2.08615832986553e+22,1.65165740316772,0.0512997580400478,1.55110987740923,1.75220492892622
1500,108,1,0.066052248516499,43882.137133634,1.74482325835491,0.0462064250400798,1.65425866527636,1.83538785143347
1500,109,1,0.0169387036546217,371626972.211986,1.76035136200677,0.0630350904653947,1.63680258469459,1.88390013931894
1500,110,1,0.0241316966087505,2127174.38365342,1.90726712363454,0.0550590787353228,1.79935132931331,2.01518291795577
1500,111,1,0.0269771539162915,22214499.3723669,1.86895181442271,0.0593034647984382,1.75271702341777,1.98518660542765
1500,112,1,0.0244213532951513,34704279.0525524,1.71141908831839,0.0546340955600006,1.60433626102079,1.81850191561599
1500,113,1,0.0238771236092268,69433307.8282378,1.70293461623913,0.0639638719657576,1.57756542718624,1.82830380529201
1500,114,1,0.0253895748735665,90831468.4668813,1.65632599700962,0.048476795882146,1.56131147708061,1.75134051693863
1500,115,1,0.0236716417983479,72645733.5493995,1.61181305550668,0.0595484680430969,1.49509805814221,1.72852805287115
1500,116,1,0.0247372385919491,12359905.0622609,1.6172709326082,0.0656721755513312,1.48855346852759,1.74598839668881
1500,117,1,0.0244052876222939,69998132.44725,1.5885190676113,0.0500383623554121,1.49044387739469,1.68659425782791
1500,118,1,0.0247559175995112,199418.821903571,1.62858809788769,0.0524265970722275,1.52583196762613,1.73134422814926
1500,119,1,0.0245021991084035,5.07562908552558e+20,1.65917542739076,0.0563601931701956,1.54870944877717,1.76964140600434
1500,120,1,0.0248302698391171,9621818.96743155,1.79448743503876,0.0565992459044176,1.6835529130661,1.90542195701141
1500,121,1,0.0249467600925944,3161505061.86163,1.73105788960725,0.064647513486439,1.60434876317383,1.85776701604067
1500,122,1,0.0248830002458039,1896839.56240616,1.68294769106522,0.057835177660929,1.5695907428498,1.79630463928064
1500,123,1,0.0251181735813719,14764091.0941888,1.60672356216247,0.0661145355574078,1.47713907246995,1.73630805185499
1500,124,1,0.0269914611719324,42700932.5515394,1.74811944879689,0.0515273867782286,1.64712577071156,1.84911312688222
1500,125,1,0.0255225197523845,21403209.005013,1.83916384952387,0.0687366482595413,1.70444001893517,1.97388768011257
1500,126,1,0.0256370859591564,424177120.189755,1.54986348326411,0.062643453559971,1.42708231428657,1.67264465224165
1500,127,1,0.0239914283315008,21095009.2216642,1.84214409567195,0.0601479850615494,1.72425404495131,1.96003414639259
1500,128,1,0.0239377721162612,41692838.2524211,1.80676766256351,0.0628806684403688,1.68352155242039,1.93001377270663
1500,129,1,0.0249978883435166,1248389.18404974,1.90402869286246,0.0679016504825642,1.77094145791663,2.03711592780828
1500,130,1,0.0247874380664525,101887129.701962,1.88741657528095,0.0546083052807399,1.7803842969307,1.9944488536312
1500,131,1,0.0248238979371801,29924137.4713575,1.67102249616247,0.0552890195729272,1.56265601779954,1.77938897452541
1500,132,1,0.00803553560128985,424495306.839379,1.14625428653626,0.0672126921594034,1.01451740990383,1.27799116316869
1500,133,1,0.0247844547447383,3.07262546073771e+22,1.69807942804941,0.0533178324467712,1.59357647645374,1.80258237964508
1500,134,1,0.025440450336865,10642849.028704,1.61630961101054,0.0605671129939237,1.49759806954245,1.73502115247863
1500,135,1,0.0241556009297362,8306797.27491281,1.58740941465553,0.0572203945300054,1.47525744137672,1.69956138793434
1500,136,1,0.0256007009214682,8852350.8837348,1.60152447910483,0.0720004428227322,1.46040361117227,1.74264534703738
1500,137,1,0.026100170583531,2542533330.6604,1.69954236444672,0.0492037143085666,1.60310308440193,1.79598164449151
1500,138,1,0.0248200829086396,14577681.3448188,1.74563647728431,0.0511352744947576,1.64541133927458,1.84586161529403
1500,139,1,0.026120094804669,94594670.076517,1.92204695925894,0.0561947488370903,1.81190525153824,2.03218866697963
1500,140,1,0.0246759846081125,22225553.4994122,1.66771625386388,0.0535316321248101,1.56279425489925,1.77263825282851
1500,141,1,0.0253157628583254,5460446.6835967,1.72523460618158,0.0506155849798301,1.62602805962112,1.82444115274205
1500,142,1,0.0245665448518462,66391002.0948578,1.5413256795236,0.0623020012556569,1.41921375706251,1.66343760198468
1500,143,1,0.0245705876508226,78866545.6004057,1.74570744180076,0.0556429800323788,1.6366472009373,1.85476768266422
1500,144,1,0.00542550179624897,1036521189.03838,1.75789900495855,0.0675998349688493,1.6254033284196,1.89039468149749
1500,145,1,0.0238134145354581,231724290.996943,1.59740683903855,0.0590019373347522,1.48176304186244,1.71305063621466
1500,146,1,0.0139996866493238,33745251.4787271,1.74482868664606,0.0625181408001714,1.62229313067773,1.8673642426144
1500,147,1,0.0245076919253314,39290902.865507,1.77030714773411,0.0582495029795677,1.65613812189416,1.88447617357406
1500,148,1,0.0262751043543359,129565601.337072,1.55562422403888,0.0543206591076151,1.44915573218795,1.6620927158898
1500,149,1,0.0131379214685423,564434641.606529,1.47546413082341,0.058896578920489,1.36002683613925,1.59090142550757
1500,150,1,0.0259235616171548,3149804.4639108,1.68497459810407,0.0539844275805824,1.57916512004613,1.79078407616201
1500,151,1,0.0247959239520929,55634059.9035716,1.86938977421149,0.0563331535558367,1.75897679324205,1.97980275518093
1500,152,1,0.0254831354689311,4.63911758203906e+20,1.68873192898304,0.0569104994694949,1.57718735002283,1.80027650794325
1500,153,1,0.0248557167272952,7072446.29398594,1.71150044117365,0.0549753451981401,1.6037487645853,1.81925211776201
1500,154,1,0.0245549126207555,3463949.7653289,1.63961216542651,0.0676823555095043,1.50695474862789,1.77226958222514
1500,155,1,0.024525722474,8995305.45537206,1.65007525116888,0.0549347404942709,1.54240315980011,1.75774734253765
1500,156,1,0.0255124714735691,52757418.5211505,1.68811007630045,0.0581066902833585,1.57422096334507,1.80199918925583
1500,157,1,0.0243642143809789,13089227.8864908,1.78318947871482,0.0594071559504178,1.666751453052,1.89962750437763
1500,158,1,0.0244596908282877,31055802.2965147,1.70580324895819,0.0585032002243536,1.59113697651846,1.82046952139792
1500,159,1,0.0248373250442379,39418930.6956473,1.64757325075216,0.0554510891853566,1.53888911594886,1.75625738555546
1500,160,1,0.0266629241675758,19436462.6521637,1.70521724186349,0.0624021356982814,1.58290905589486,1.82752542783213
1500,161,1,0.0249422692613459,2465084.90108195,1.8090210157542,0.0494260238921084,1.71214600892567,1.90589602258273
1500,162,1,0.0250266925828904,7.08747833770179e+22,1.74768612944142,0.0521359788355697,1.6454996109237,1.84987264795914
1500,163,1,0.023867795880364,212094206.636326,1.59821945418933,0.0601067421614457,1.4804102395529,1.71602866882577
1500,164,1,0.023860091002271,40371229.1072112,1.74681372010095,0.0520994009593873,1.64469889422055,1.84892854598134
1500,165,1,0.0243549378933593,1.7223408149551e+24,1.67852716660283,0.0588727711041648,1.56313653523866,1.79391779796699
1500,166,1,0.024504541511128,1.5889480594602e+21,1.81559201256804,0.0532520610495486,1.71121797291092,1.91996605222515
1500,167,1,0.0249359578087806,1182229941.08556,1.85668006101134,0.0538983178795542,1.75103935796741,1.96232076405527
1500,168,1,0.0121900082020703,51952737.016928,1.54441736008771,0.0604042939413813,1.42602494396261,1.66280977621282
1500,169,1,0.0242266316748251,13690471.675925,1.50751611351234,0.0494869644300578,1.41052166322943,1.60451056379526
1500,170,1,0.020543860965384,217079519.698211,1.81598447045801,0.0520561628853766,1.71395439120268,1.91801454971335
1500,171,1,0.0251430804899151,9.23077173076679e+23,1.58545800799243,0.0573071129443146,1.47313606662158,1.69777994936329
1500,172,1,0.024930957295345,1271773.86124837,1.59276160742597,0.0612071618150251,1.47279557026852,1.71272764458342
1500,173,1,0.0244750186837668,598090604.425546,1.6840182448548,0.0597874616301992,1.56683482005961,1.80120166964999
1500,174,1,0.0250439780070906,3733869.3958145,1.75284645713456,0.052047476862738,1.6508334024836,1.85485951178553
1500,175,1,0.0238621075040533,93113857.9243302,1.54986899679048,0.0603474234086719,1.43158804690948,1.66814994667148
1500,176,1,0.0241051911533967,1741334759.02987,1.75638775825102,0.196141525115236,1.37195036902515,2.14082514747688
1500,177,1,0.0271504902948126,27439379.7861876,1.69488282830255,0.0638492903231627,1.56973821926915,1.82002743733594
1500,178,1,0.024600801043192,43158405.654312,1.74513932943895,0.0584295589689963,1.63061739385972,1.85966126501818
1500,179,1,0.021636473524962,56958210.7713201,1.64858620409983,0.048304685993354,1.55390901955286,1.7432633886468
1500,180,1,0.0246626634787471,53223600.0981519,1.73731897165296,0.0589591849006311,1.62175896924772,1.8528789740582
1500,181,1,0.026936061664207,3181566631.63353,1.58355964062047,0.0609255495724677,1.46414556345844,1.70297371778251
1500,182,1,0.024333162178718,20836433.8149936,1.69792194939566,0.0527571606566517,1.59451791450862,1.8013259842827
1500,183,1,0.0250615662333709,1.00255574434683e+24,1.67698400475998,0.0550390912777363,1.56910738585562,1.78486062366435
1500,184,1,0.0245597411929028,9.09413765121237e+22,1.76556143852013,0.0686078555403071,1.63109004166112,1.90003283537913
1500,185,1,0.0244063624519715,36995873.6425342,1.80292251140407,0.0538529395629441,1.6973707498607,1.90847427294744
1500,186,1,0.0242546433496629,2.8604914628632e+24,1.59712514058521,0.0652294956555608,1.46927532910031,1.72497495207011
1500,187,1,0.0133748872632533,38953483.6503386,1.62979561626334,0.0673747603636696,1.49774108595055,1.76185014657613
1500,188,1,0.0254048604350884,34264466.9601143,1.6777716544143,0.0760623089787485,1.52868952881596,1.82685378001265
1500,189,1,0.0255010263411462,15103905.1034345,1.58918445076364,0.0660637624003116,1.45969947645903,1.71866942506825
1500,190,1,0.0233724429415584,29266991.8726619,1.46156343302903,0.0558875347736555,1.35202386487267,1.5711030011854
1500,191,1,0.0273717325646554,147983092.644129,1.77530347361524,0.0496599937487799,1.67796988586763,1.87263706136285
1500,192,1,0.022182273802187,230916504.142442,1.53071707236913,0.0605342759895589,1.41206989142959,1.64936425330866
1500,193,1,0.0279128463658984,69757023.3891382,1.69160480515441,0.0631906936821881,1.56775104553732,1.8154585647715
1500,194,1,0.0248650689373733,12624435.3354825,1.71989180938529,0.058994494202283,1.60426260074882,1.83552101802177
1500,195,1,0.0245503758431313,5321902.85558721,1.66068668135286,0.0557813120395224,1.5513553097554,1.77001805295032
1500,196,1,0.00884109006406666,71365769174542245888,1.6242252032733,0.070754135307604,1.48554709807039,1.7629033084762
1500,197,1,0.0256470794993605,83319673.58679,1.68720660726865,0.0551164866381746,1.57917829345783,1.79523492107947
1500,198,1,0.0240627457688288,144446222.841052,1.60629751841946,0.0638682528927821,1.4811157427496,1.73147929408931
1500,199,1,0.035569419685778,42102.1043354393,1.66244728685689,0.0553361351772425,1.5539884619095,1.77090611180429
1500,200,1,0.0250146530442067,4.41557247487882e+23,1.66135979608398,0.0485258235531908,1.56624918191972,1.75647041024823
2000,1,1,0.0157013704260988,181305362.767444,1.83909490562215,0.0447894733137197,1.75130753792726,1.92688227331704
2000,2,1,0.0189579230139658,19098584.7422677,1.63634674186279,0.0480013042747666,1.54226418548425,1.73042929824134
2000,3,1,0.0155777283207927,1.94809363030606e+20,1.73927984098648,0.0482963536760241,1.64461898778147,1.83394069419149
2000,4,1,0.00891175291391958,4932210925.04802,1.66581363884133,0.0504991575237074,1.56683529009487,1.7647919875878
2000,5,1,0.00915871673824754,274948077.042156,1.57536954218131,0.0563276833195945,1.4649672828749,1.68577180148771
2000,6,1,0.00559109818197031,44203265117.4962,1.72456914329089,0.0592297350143339,1.6084788626628,1.84065942391899
2000,7,1,0.0145151697468767,12171045.7824922,1.62802743539326,0.0531842322821704,1.5237863401202,1.73226853066631
2000,8,1,0.0142274623401668,4.7970996654509e+20,1.74423254966726,0.055121747253171,1.63619392505104,1.85227117428347
2000,9,1,0.00469553953164305,938644442.865541,1.60976876831226,0.0648052061961762,1.48275056416776,1.73678697245677
2000,10,1,0.0097480654712813,365068877.770221,1.41602749919768,0.0685374678959434,1.28169406212164,1.55036093627373
2000,11,1,0.013941095709605,141883291.329688,1.63796611909231,0.0543600208513842,1.5314204782236,1.74451175996102
2000,12,1,0.00978430201050188,2.04704255289712e+20,1.38055450368848,0.0616929072917139,1.25963640539672,1.50147260198024
2000,13,1,0.00868930617660347,1.18103855557385e+25,1.62083723081736,0.0531084028758548,1.51674476118068,1.72492970045403
2000,14,1,0.0114725241576237,1467914908.71962,1.74216016462924,0.0757248395061438,1.5937394791972,1.89058085006128
2000,15,1,0.0115404498573,154925356.144383,1.62701301852121,0.0576427789175464,1.51403317184282,1.7399928651996
2000,16,1,0.0105872094218611,280048209.206829,1.49697520391479,0.0517556948289783,1.39553404205,1.59841636577959
2000,17,1,0.00398705087095601,1533601081.31165,1.67929490600732,0.0677659217848232,1.54647369930907,1.81211611270557
2000,18,1,0.0473326515299558,90880.7135256657,1.68928722318931,0.0583901428972401,1.57484254311072,1.8037319032679
2000,19,1,0.00471407048734663,3.06327373570479e+23,1.4919546138126,0.11770066329473,1.26126131375493,1.72264791387027
2000,20,1,0.0104583906203856,51662041.9765306,1.70056785203104,0.0940902617721567,1.51615093895761,1.88498476510446
2000,21,1,0.0141068832888794,1.98037067369618e+20,1.6803336132042,0.0501081817900754,1.58212157689565,1.77854564951275
2000,22,1,0.0109122164126046,175946371.232408,1.67716086383257,0.0559245691464827,1.56754870830546,1.78677301935967
2000,23,1,0.0104352398899222,75446299.8286017,1.49838817928603,0.0516436678407316,1.39716659031819,1.59960976825386
2000,24,1,0.0154246253948639,130080460.378888,1.77780201601495,0.0817270568311604,1.61761698462588,1.93798704740403
2000,25,1,0.0131692618755709,182518882.565389,1.64294461763898,0.0593826733400174,1.52655457789255,1.75933465738542
2000,26,1,0.0120751010441621,7.15046459841148e+21,1.61353004592187,0.0571550187265668,1.5015062092178,1.72555388262594
2000,27,1,0.00810428241164618,279385182.660621,1.60406282396327,0.0480908980782058,1.50980466372999,1.69832098419656
2000,28,1,0.00580560599780714,72857119.9727782,1.45686722230916,0.0557594764035902,1.34757864855812,1.5661557960602
2000,29,1,0.00813927944650754,1.78582821418937e+20,1.51042626474299,0.0546850028642268,1.4032436591291,1.61760887035687
2000,30,1,0.0466369928439403,602916.251055642,1.67212704555803,0.0463977348767243,1.58118748519965,1.76306660591641
2000,31,1,0.00539807753406219,1434252634.94549,1.43156747983601,0.0684453705184769,1.29741455361979,1.56572040605222
2000,32,1,0.0268424864724237,8536418.03624357,1.85109819458055,0.0466713717885915,1.75962230587491,1.94257408328618
2000,33,1,0.017262502683941,65023309.1059225,1.78153665283286,0.0516070927192354,1.68038675110316,1.88268655456256
2000,34,1,0.0139839751654976,13225261.4314388,1.56140821137756,0.0608724638627048,1.44209818220666,1.68071824054847
2000,35,1,0.0055109198053335,7.84325655326165e+23,1.66744781748701,0.0582125187787736,1.55335128068061,1.7815443542934
2000,36,1,0.00999776544037485,455942491.384555,1.7937831148974,0.0529898284416424,1.68992305115178,1.89764317864302
2000,37,1,0.0108598462470151,316115545.478486,1.675140961176,0.0516829004766745,1.57384247624172,1.77643944611028
2000,38,1,0.00482625304558873,965217800.136276,1.61417905512709,0.062676225976526,1.4913336522131,1.73702445804108
2000,39,1,0.0226430926456129,99103009.3014853,1.8451022127993,0.0535114747286408,1.74021972233116,1.94998470326743
2000,40,1,0.00632554743803002,1.5997267672472e+20,-0.00594594800896158,0.131048155449346,-0.26280033268968,0.250908436671756
2000,41,1,0.0106802110916489,176559112.410285,1.51241911450735,0.0588283764794196,1.39711549660769,1.62772273240702
2000,42,1,0.0129563040505562,102467176.585277,1.65221792370272,0.0509067425266015,1.55244070835058,1.75199513905486
2000,43,1,0.0135350334777869,5.37286282639106e+39,1.61875413330307,0.0519669584761648,1.51689889468978,1.72060937191635
2000,44,1,0.00799801619271418,7.19772714611202e+20,1.55518525047821,0.0543718164215778,1.44861649029192,1.6617540106645
2000,45,1,0.0138677343451943,5220273.96298459,1.43395673826342,0.0562506994799572,1.3237053672827,1.54420810924413
2000,46,1,0.00609536689808485,1.29846782019363e+22,1.6945146193658,0.0634492782570945,1.57015403398189,1.8188752047497
2000,47,1,0.0108524786205404,1.23336127186066e+20,1.4488212982507,0.0792550990705644,1.29348130407239,1.604161292429
2000,48,1,0.01302283561367,82746146.4322052,1.66472689518087,0.0656836838187963,1.53598687489603,1.79346691546571
2000,49,1,0.00536629693966765,4.57110562122529e+25,1.59107393658004,0.0627041280207694,1.46817384565933,1.71397402750075
2000,50,1,0.0072898924933155,579774016.55868,1.59934968139145,0.053540211509485,1.49441086683286,1.70428849595004
2000,51,1,0.00960905552399135,34212401.579142,1.49014102312629,0.0604568196801397,1.37164565655322,1.60863638969937
2000,52,1,0.00608593512953187,1207175924.42034,1.57843476315123,0.0605834024464001,1.45969129435629,1.69717823194617
2000,53,1,0.00739047115116742,8.76398762639819e+21,1.3116037831147,0.0665254962461587,1.18121381047223,1.44199375575717
2000,54,1,0.00529530278091588,4747657522.38629,1.6397581662828,0.0615163714467372,1.5191860782472,1.76033025431841
2000,55,1,0.00679980961113875,646441321.82999,1.59628968988915,0.0545708892789167,1.48933074690247,1.70324863287582
2000,56,1,0.0147730060766064,172614095.035177,1.76509749195792,0.0471467562496114,1.67268984970868,1.85750513420716
2000,57,1,0.0205020296083559,9938076.87708025,1.64050207018544,0.050898145990038,1.54074170404497,1.74026243632592
2000,58,1,0.0207594731771562,69403160.0280689,1.74473188129419,0.0507385817365277,1.6452842610906,1.84417950149778
2000,59,1,0.00575011277914305,5051785031.97091,1.64938140700653,0.0665802532237507,1.51888411068798,1.77987870332508
2000,60,1,0.0125612793466705,304336584.587706,1.53839058499932,0.0516164879362771,1.43722226864422,1.63955890135443
2000,61,1,0.00655211899084563,428920865.407212,1.56115946283744,0.0614331290753604,1.44075052984974,1.68156839582515
2000,62,1,0.0168322460625626,68203099.5689291,1.70833378250563,0.0542073620159098,1.60208735295445,1.81458021205681
2000,63,1,0.00560881803588831,238895584.036631,1.41863419357371,0.0661360240845769,1.28900758636794,1.54826080077948
2000,64,1,0.0117470081128771,1945959911.33622,1.69959004099629,0.0533624709925286,1.59499959785093,1.80418048414164
2000,65,1,0.00872568645445533,229411943.771361,1.57747816563286,0.0522117587668259,1.47514311844988,1.67981321281584
2000,66,1,0.0174160186690992,156469437.433528,1.82955147509797,0.0527160218677309,1.72622807223721,1.93287487795872
2000,67,1,0.00799767411490525,316441078.739572,1.38909890170529,0.0601475648552727,1.27120967458895,1.50698812882162
2000,68,1,0.0118915874566965,135189487.061284,1.64594377379302,0.0691642485950825,1.51038184654666,1.78150570103938
2000,69,1,0.0136092803681317,47279382.7049823,1.67679720227956,0.0513817499121862,1.57608897245168,1.77750543210745
2000,70,1,0.00820687595564268,670266389.397807,1.72365317154764,0.0690690650236758,1.58827780410124,1.85902853899405
2000,71,1,0.00719717961216511,520912866.23106,1.46907673290635,0.0587459145053236,1.35393474047591,1.58421872533678
2000,72,1,0.00293954130107809,1.16260063099411e+21,0.791690658305263,0.085852449880637,0.623419856539214,0.959961460071311
2000,73,1,0.0119412348214817,391842492.364704,1.65798482131342,0.0635459474036588,1.53343476440225,1.78253487822459
2000,74,1,0.014309427827747,259942823.025413,1.81390121523966,0.0464710894048548,1.72281788000615,1.90498455047318
2000,75,1,0.0168592492332678,276571812.736179,1.6877089455934,0.055594942532548,1.5787428582296,1.79667503295719
2000,76,1,0.014326084655698,20120896.5861134,1.48286062454749,0.0501648048114483,1.38453760711705,1.58118364197793
2000,77,1,0.0209972241020919,50950646.7799561,1.6097455164518,0.0564343484674827,1.49913419345553,1.72035683944806
2000,78,1,0.0199011908466266,32578919.9460068,1.69234087968361,0.0485057868772182,1.59726953740426,1.78741222196296
2000,79,1,0.00990121949132015,1.50055815294721e+24,1.56686455507586,0.0595893840995154,1.45006936224081,1.68365974791091
2000,80,1,0.00502095848077464,8342534858.27982,1.46996352704812,0.0786684853638357,1.315773295735,1.62415375836124
2000,81,1,0.00673448990843547,255746150.5253,1.51919200770656,0.0619569699598073,1.39775634658533,1.64062766882778
2000,82,1,0.0135919678060818,228382888.313526,1.54615555742527,0.0471288949313647,1.45378292335979,1.63852819149074
2000,83,1,0.00762654247209576,78152499.4088081,1.45914914219857,0.0529392109224283,1.35538828879062,1.56290999560653
2000,84,1,0.00893974969176301,14374807.8034838,1.51147056019551,0.0730668033487357,1.36825962563199,1.65468149475903
2000,85,1,0.0113780594877492,1.95207111998799e+21,1.44409716188563,0.0642664998509685,1.31813482217773,1.57005950159353
2000,86,1,0.0143079586822809,5.76375602361935e+23,1.43947339901703,0.0482345757303489,1.34493363058554,1.53401316744851
2000,87,1,0.00747531794836262,2.59678000339398e+20,1.76931427270199,0.0579547761722784,1.65572291140433,1.88290563399966
2000,88,1,0.0106672485076453,1074777592.78655,1.4935937714945,0.0536656701852991,1.38840905793131,1.59877848505768
2000,89,1,0.00472583912818637,3.34097332030488e+20,1.62511490754723,0.0653838493277135,1.49696256286492,1.75326725222955
2000,90,1,0.01445317302427,114059618.565594,1.67142139061742,0.0605770226751085,1.5526904261742,1.79015235506063
2000,91,1,0.0050757001662893,96578359.4565952,1.60174859379496,0.0691904347601411,1.46613534166508,1.73736184592483
2000,92,1,0.00571591422174039,1902707244.81448,1.29210410212604,0.0756743153924729,1.14378244395679,1.44042576029529
2000,93,1,0.00807036956295728,6.08380067960383e+20,1.30341383104299,0.0712106511863294,1.16384095471778,1.44298670736819
2000,94,1,0.0118712921450244,301080076.761792,1.74685832694171,0.0510133095978201,1.64687224012999,1.84684441375344
2000,95,1,0.0211173809297373,69865151.6269706,1.8519633424677,0.0462534529912434,1.76130657460486,1.94262011033054
2000,96,1,0.0170816751928114,469998989.076993,1.51614662794687,0.0516852460907101,1.41484354560908,1.61744971028466
2000,97,1,0.0052667297541869,1396367768.656,1.57449228473137,0.0649748068730944,1.44714166326011,1.70184290620264
2000,98,1,0.00745188227339273,361862051.49333,1.54978276676645,0.0562827335358795,1.43946860903613,1.66009692449677
2000,99,1,0.0253788173948021,14816877.8349987,1.6320184939748,0.0484256191506103,1.53710428043961,1.72693270751
2000,100,1,0.00507300874080897,1443024245.60649,1.65451429042811,0.105231660151677,1.44826023653082,1.8607683443254
2000,101,1,0.0117703765940816,2462670318.74979,1.43052222834061,0.0507715940919153,1.33100990392045,1.53003455276076
2000,102,1,0.00731626443425244,565133966.775398,1.58193591089128,0.0513762813887964,1.48123839936924,1.68263342241333
2000,103,1,0.00735693963378702,1.93870441489303e+20,1.21797897497615,0.0626449633934901,1.0951948467249,1.34076310322739
2000,104,1,0.00481999324016769,2237033084.73758,1.64582915568306,0.0672544298840743,1.51401047311028,1.77764783825585
2000,105,1,0.00879622686500695,296963371.128443,1.64688151960297,0.0559692617736016,1.53718176652671,1.75658127267922
2000,106,1,0.00559892019303655,1499396962.91676,1.63830907391884,0.0606538401628525,1.51942754719965,1.75719060063803
2000,107,1,0.00470778192553117,1.1521759904316e+20,1.41321273002262,0.0685691501743701,1.27881719568086,1.54760826436439
2000,108,1,0.00479363818838598,176384206.755173,1.47280005906464,0.071831160278412,1.33201098491895,1.61358913321033
2000,109,1,0.00421221486632919,965248912.291001,1.57231958166896,0.0585805933184807,1.45750161876474,1.68713754457318
2000,110,1,0.00492243466162641,67215579465.1467,1.50575015924976,0.062500664248811,1.38324885732209,1.62825146117743
2000,111,1,0.00654456580209889,11936897213.7097,1.55004928374323,0.0598293416444699,1.43278377412007,1.66731479336639
2000,112,1,0.0108255601224519,2610233863.10983,1.47712247991803,0.060442882699219,1.35865442982756,1.5955905300085
2000,113,1,0.00829111196028451,4.28343750647435e+24,1.45658297150526,0.0574810859191867,1.34392004310365,1.56924589990686
2000,114,1,0.0105578888814435,681256233.959012,1.53527915386331,0.0647622045915713,1.40834523286383,1.66221307486279
2000,115,1,0.00783821306232507,417266621.248303,1.55612461075215,0.0566406633065738,1.44510891067127,1.66714031083304
2000,116,1,0.00465134725160613,15462319451.4743,1.40560624225146,0.0643006120935605,1.27957704254808,1.53163544195484
2000,117,1,0.00884382771069309,3.74723189723741e+20,1.61706157281764,0.0592228475525364,1.50098479161467,1.73313835402061
2000,118,1,0.018444301382687,60516586.6545085,1.67716431993393,0.043464923994292,1.59197306890512,1.76235557096274
2000,119,1,0.0223016330710487,91647917.699706,1.68451607132406,0.046567310890191,1.59324414197929,1.77578800066884
2000,120,1,0.0109034459097047,184904575.139876,1.81804673888684,0.0514330173093979,1.71723802496042,1.91885545281326
2000,121,1,0.012974615154632,1115226662.28728,1.61924790109295,0.0544847739381595,1.51245774417416,1.72603805801174
2000,122,1,0.00687053578840032,1964315521.97605,1.56963459389259,0.0571833735344696,1.45755518176503,1.68171400602015
2000,123,1,0.0105092982982713,330478601.853383,1.65519862225984,0.0610731072951208,1.5354953319614,1.77490191255828
2000,124,1,0.0213074523275132,68470630.9252604,1.74461368786113,0.0484976822078988,1.64955823073364,1.83966914498861
2000,125,1,0.00971899876512679,1.57561010002857e+21,0.932199373415953,0.0752855951159249,0.78463960698874,1.07975913984317
2000,126,1,0.0223413497854124,1.25731845598059e+23,1.75147400374264,0.0460558798106927,1.66120447931368,1.8417435281716
2000,127,1,0.0108582500697373,320456597.128375,1.59737600868784,0.0600522292105475,1.47967363943516,1.71507837794051
2000,128,1,0.00985651943652118,7.7578156480518e+23,1.7124323865343,0.0542712193400311,1.60606079662784,1.81880397644077
2000,129,1,0.00876600817617632,346158480.992842,1.52101050724832,0.0715951857919142,1.38068394309617,1.66133707140047
2000,130,1,0.00611329142960675,2.38993495585615e+20,1.61361588528959,0.0560304944604616,1.50379611614709,1.72343565443209
2000,131,1,0.024685673207512,206580360028.062,1.71747030160768,0.046627318049577,1.62608075823051,1.80885984498485
2000,132,1,0.00966002631046725,1.81450187821802e+20,1.63259141662258,0.0506250428639513,1.53336633260924,1.73181650063593
2000,133,1,0.00733899457142912,98802732.2849746,1.63688001483358,0.0709525144713027,1.49781308646983,1.77594694319733
2000,134,1,0.018113177444838,73782539.7687791,1.64174591403741,0.051006885879685,1.54177241771322,1.74171941036159
