"n","B","j","delta_lambda","kappa_IM","psi_delta","se_delta","lower_delta","upper_delta"
1000,46,1,0.0293633091819794,11672494.5461174,1.86765190481906,0.0737147999894818,1.72317089683968,2.01213291279845
1000,47,1,0.0331920790512224,5.90555387302532e+22,1.5990190140853,0.0796599955298556,1.44288542284678,1.75515260532382
1000,48,1,0.0486685173046076,276208.136332202,1.66508633126519,0.0649199586248706,1.53784321236045,1.79232945016994
1000,49,1,0.0251827018397165,7815680.16919569,1.72117303851818,0.066594131964115,1.59064853986852,1.85169753716785
1000,50,1,0.0254207303367257,10651375.0149812,1.61349291064353,0.0706453610871599,1.4750280029127,1.75195781837437
1000,51,1,0.036976564312932,14252428.6150838,1.51446601513239,0.134609463853857,1.25063146597883,1.77830056428595
1000,52,1,0.0281684611242069,2.21501143717827e+23,2.24362109742888,0.079825450839974,2.08716321378253,2.40007898107522
1000,53,1,0.0265936760815035,2159859.67418027,1.41829467515454,0.0695265959304962,1.28202254713077,1.55456680317831
1000,54,1,0.0393922344826431,1.77251685953497e+20,1.61527664049982,0.0682774171886099,1.48145290281015,1.7491003781895
1000,55,1,0.0425198830058784,6415566.02432759,1.69028818432058,0.0631397443723812,1.56653428535071,1.81404208329045
1000,56,1,0.0266071390074282,11422552.1779277,1.61936321884133,0.0720991756996185,1.47804883447008,1.76067760321258
1000,57,1,0.0263716757809152,109823642.402401,1.7370279416841,0.0625314084152769,1.61446638119016,1.85958950217805
1000,58,1,0.0270311420806891,167494971.735098,1.65685145391107,0.0644258545851354,1.5305767789242,1.78312612889793
1000,59,1,0.0334688311770124,16240489.3545544,1.83189240841929,0.0744127676280759,1.68604338386826,1.97774143297032
1000,60,1,0.0321685325937521,2099458.4361656,1.77237211622991,0.0603525146291812,1.65408118755671,1.8906630449031
1000,61,1,0.0394651218066335,30627950.2684768,1.65608095877644,0.0681008265811388,1.52260333867741,1.78955857887547
1000,62,1,0.0254149010590915,3.22122150755286e+23,1.64422120133329,0.0805454621749494,1.48635209547039,1.80209030719619
1000,63,1,0.0425522650343188,7199138.56940696,1.64171692440128,0.0600169132206762,1.52408377448875,1.7593500743138
1000,64,1,0.0255796427025516,278190163.738042,1.61376701628841,0.0805002079471482,1.455986608712,1.77154742386482
1000,65,1,0.0268678414336963,22499814.0340415,1.82250883015748,0.0692278253242293,1.686822292522,1.95819536779297
1000,66,1,0.0254483430594838,47563573.6595255,1.49350500262334,0.0755892703000899,1.34535003283517,1.64165997241152
1000,67,1,0.0250124496627846,22780905.7304491,1.7365565145895,0.0721660651542229,1.59511102688722,1.87800200229178
1000,68,1,0.0267974557645436,1.60446264404026e+23,1.61186992313751,0.0629590409916704,1.48847020279384,1.73526964348119
1000,69,1,0.0259814863859212,19763198.5329903,1.78192170025552,0.0621933501598198,1.66002273394227,1.90382066656876
1000,70,1,0.025295667264022,119556791.978149,1.57306743917666,0.0737889759238353,1.42844104636594,1.71769383198738
1000,71,1,0.0359547572066456,7166952.00869308,1.6333021183318,0.061199232142991,1.51335162333154,1.75325261333206
1000,72,1,0.0259091539030586,426035842.303994,1.55905367749804,0.0953240877159304,1.37221846557482,1.74588888942126
1000,73,1,0.0255483537320041,12899656.8348934,1.60404820479436,0.0690722581706876,1.46866657877981,1.73942983080891
1000,74,1,0.0253896044506385,36600347.6322146,1.8870138483226,0.0678583658155552,1.75401145132411,2.02001624532109
1000,75,1,0.0569665856387864,282366.482878586,1.61546450976951,0.0666821113407721,1.4847675715416,1.74616144799742
1000,76,1,0.0388562022161531,890397.521509297,1.74986596311293,0.0772394767242537,1.59847658873339,1.90125533749247
1000,77,1,0.0313382795454472,40899010.8834163,1.78610356614076,0.0624577841605625,1.66368630918606,1.90852082309547
1000,78,1,0.0267092183813806,67688457.6934036,1.74080399939298,0.0672316396479222,1.60902998568305,1.87257801310291
1000,79,1,0.0267112728465203,5.34069375390035e+22,1.67577079962217,0.0755386926661513,1.52771496199652,1.82382663724783
1000,80,1,0.0273296101552797,935272894.480927,1.6501691709141,0.065438516289544,1.52190967898659,1.7784286628416
1000,81,1,0.0254600405745026,3.387338148801e+22,1.75805155717889,0.0705172780332619,1.6198376922337,1.89626542212409
1000,82,1,0.03107162171413,4875526.24725525,1.8022005424535,0.0645702433743159,1.67564286543984,1.92875821946716
1000,83,1,0.0273775680540192,32800325.7125966,1.79085114629086,0.0767905001278827,1.64034176604021,1.94136052654151
1000,84,1,0.0256293226782059,14034704.4638101,1.59875014298087,0.0699321652340508,1.46168309912213,1.73581718683961
1000,85,1,0.0286949884746283,28229812.5246724,1.73972787638866,0.085618824462342,1.57191498044247,1.90754077233485
1000,86,1,0.0268572451152346,327573928.339162,1.60470815228544,0.0665292467833454,1.47431082859009,1.7351054759808
1000,87,1,0.028380358761977,1.45714178695596e+23,1.77946059796946,0.0904973170655865,1.60208585652091,1.956835339418
1000,88,1,0.0254260756975837,18452597.8946978,1.57373989076768,0.0631902060993091,1.44988708681303,1.69759269472233
1000,89,1,0.0325450792340406,2513339.70617253,1.5876698984074,0.0663101296766119,1.45770204424124,1.71763775257356
1000,90,1,0.0257886187433299,6.9969369100827e+23,1.74160780520371,0.0862304007472305,1.57259621973914,1.91061939066828
1000,91,1,0.0258217509761543,60066677.829218,1.89340128700702,0.0742743981294889,1.74782346667322,2.03897910734081
1000,92,1,0.0308485919548577,1472268.66060101,1.84947470306722,0.0627180550287189,1.72654731521093,1.97240209092351
1000,93,1,0.0247096792858351,6448768.10411374,1.56339215922314,0.0889460592208017,1.38905788315037,1.73772643529591
1000,94,1,0.0252175886652479,34443130.7138,1.69435124665168,0.0650468129617327,1.56685949324668,1.82184300005667
1000,95,1,0.0268260201279407,1.79614939663736e+20,1.64690237524972,0.0733933718731833,1.50305136637828,1.79075338412116
1000,96,1,0.0289219213877106,32198976.3441134,1.74738484383614,0.064094628439034,1.62175937209564,1.87301031557665
1000,97,1,0.0266107786914432,47085477.9682828,1.60512109474741,0.0839594463239312,1.44056057995251,1.76968160954232
1000,98,1,0.0274877662824411,3.29423658586675e+22,1.76972005717106,0.0642198157514601,1.6438492182982,1.89559089604393
1000,99,1,0.0260608036634471,20799730.929884,1.61988632906663,0.0633857793698747,1.49565020150167,1.74412245663158
1000,100,1,0.0267026879172243,51612219230856830976,1.65697097553956,0.0668948269592654,1.5258571146994,1.78808483637972
1000,101,1,0.0254618556622559,26290865.6425306,1.15762864480364,0.0664613166884871,1.0273644640942,1.28789282551307
1000,102,1,0.0302742006586743,81870215.8659903,1.74593969149123,0.0581250707750559,1.63201455277212,1.85986483021034
1000,103,1,0.0259239161448066,1271035946.06727,1.59935966925049,0.0599131661050144,1.48192986368466,1.71678947481632
1000,104,1,0.0412117846396065,10926739.1750938,1.67522173989119,0.0693068254252055,1.53938036205778,1.81106311772459
1000,105,1,0.0291881455047014,17960656.7033915,1.62079393953441,0.0704471937767723,1.48271743973194,1.75887043933689
1000,106,1,0.0249831035095367,55297376.2184682,1.651520235805,0.0551585408140564,1.54340949580945,1.75963097580055
1000,107,1,0.0247798309516217,26743646.4065089,1.76870471524189,0.0728330777778264,1.62595188279735,1.91145754768643
1000,108,1,0.0263545737603957,43395146.7506769,1.71211005481309,0.0638705266477734,1.58692382258346,1.83729628704273
1000,109,1,0.0310997816008784,2.81344797988456e+20,1.65009941562551,0.0755118160581106,1.50209625615161,1.7981025750994
1000,110,1,0.0265925096854541,47734037.9922451,1.94108802733799,0.0647177980145761,1.81424114322942,2.06793491144655
1000,111,1,0.0270758734616989,2482280262.23593,1.61748413681683,0.0827971072551683,1.4552018065967,1.77976646703696
1000,112,1,0.0253789804129145,55858975.2091719,1.5317862603408,0.0626788792200317,1.40893565706954,1.65463686361207
1000,113,1,0.0277899384623499,2056697.95059915,1.62818394026852,0.0676977149091228,1.49549641904664,1.7608714614904
1000,114,1,0.0257016843846761,6.18719344935794e+20,1.59771915848916,0.0815492428685445,1.43788264246681,1.75755567451151
1000,115,1,0.0265600663178777,83390173.3452854,1.62463941248504,0.0648019024919312,1.49762768360085,1.75165114136922
1000,116,1,0.0255352310447263,161779584.975705,1.67565238016485,0.0627450069023482,1.55267216663625,1.79863259369345
1000,117,1,0.0248588048009864,27179580.75124,1.94868409293639,0.0624072871386783,1.82636581014458,2.0710023757282
1000,118,1,0.0259605444364247,35125424.2852481,1.66362863176058,0.0617908869746282,1.54251849329031,1.78473877023085
1000,119,1,0.0259813624529307,1.76529423773767e+24,1.81408599231376,0.0734170820569191,1.6701885114822,1.95798347314532
1000,120,1,0.0295157249467499,4.15533034951878e+22,1.72794649017856,0.0774515671011973,1.57614141866021,1.87975156169691
1000,121,1,0.0290214120319095,5318293.08426672,1.80229901876103,0.0714191378014606,1.66231750867017,1.94228052885189
1000,122,1,0.0300877501560518,1038312.90011623,1.7029575321582,0.203441736143128,1.30421172931767,2.10170333499873
1000,123,1,0.0461813931214625,318369.69648085,1.61156336078997,0.0666573946633814,1.48091486724974,1.74221185433019
1000,124,1,0.0294054089934536,5083703.02427099,1.66788986590181,0.0716443210519072,1.52746699664007,1.80831273516354
1000,125,1,0.033045808180598,6792022.71024539,1.65343735665259,0.0659921686235438,1.52409270615044,1.78278200715473
1000,126,1,0.0256271558354424,999301.791816985,1.73290716089032,0.0668926730852277,1.60179752164327,1.86401680013737
1000,127,1,0.0292229934075567,1.23189594831258e+26,2.01911294645415,0.0683324639231867,1.8851813171647,2.1530445757436
1000,128,1,0.0262478663608126,64987984.2384966,1.61623263837277,0.0701893525065976,1.47866150745984,1.7538037692857
1000,129,1,0.0258204996571968,1872555.58222934,1.58381178814843,0.0751102120981816,1.43659577243599,1.73102780386087
1000,130,1,0.0249515953763166,26129082.2446208,1.74014049549862,0.0673796317148758,1.60807641733746,1.87220457365978
1000,131,1,0.0266759919893112,455921676.837436,1.62693181933548,0.0751777038870748,1.47958351971682,1.77428011895415
1000,132,1,0.0267845845814343,4.32198662287194e+21,1.81654927474331,0.0826589028911619,1.65453782507664,1.97856072440999
1000,133,1,0.0358429214383575,1530353.09647222,1.83462974798526,0.0749086962048217,1.68780870342381,1.98145079254671
1000,134,1,0.0265528894345614,5107340481754.96,1.61614564580659,0.0751941952086679,1.4687650231976,1.76352626841558
1000,135,1,0.0258519550306137,2682762.45120555,1.64670994160348,0.123022847733521,1.40558516004578,1.88783472316118
1000,136,1,0.0258004895665614,52211559.6279909,1.8074310824809,0.0721632318331324,1.66599114808796,1.94887101687384
1000,137,1,0.0331925280111445,11023421.5387377,1.701024600641,0.0648574874287371,1.57390392528067,1.82814527600132
1000,138,1,0.0360048542512122,7022678.87259588,1.46616911440019,0.0593235336731616,1.34989498840079,1.58244324039958
1000,139,1,0.0268493130531186,48335554.6554004,1.52105772048119,0.0702667753430315,1.38333484080885,1.65878060015354
1000,140,1,0.0251591318005245,78781630.771747,1.91651077194477,0.0713220525865835,1.77671954887507,2.05630199501447
1000,141,1,0.0360109244637157,168936790.628782,1.62577198165323,0.0598929537739131,1.50838179225636,1.7431621710501
1000,142,1,0.0346239584386815,241231303.300104,1.9662375759585,0.0674039143168467,1.83412590389748,2.09834924801952
1000,143,1,0.0258504334617311,68552820.4329918,1.91729149240042,0.064392428624509,1.79108233229638,2.04350065250446
1000,144,1,0.0284480253755074,6.38908143033801e+26,1.59398925845559,0.0648161202203788,1.46694966282364,1.72102885408753
1000,145,1,0.03012061915531,2.81263185490935e+20,1.6552890266818,0.0771638746619936,1.50404783234429,1.8065302210193
1000,146,1,0.027251820828528,133767702.187029,1.34385160359199,0.070482987107613,1.20570494886107,1.48199825832291
1000,147,1,0.0270189717470998,11988470.9797414,1.75329942021776,0.0707353059180854,1.61465822061831,1.89194061981721
1000,148,1,0.027085138258477,1954211.43869817,1.79902267642522,0.089020696626491,1.6245421110373,1.97350324181314
1000,149,1,0.0378510033307208,38607246.4111464,1.82601389405325,0.0676609458809606,1.69339844012657,1.95862934797993
1000,150,1,0.0244628986374259,276004018.564161,1.90584743905547,0.0673086645641056,1.77392245650983,2.03777242160112
1000,151,1,0.0259394240575585,147243162.499171,1.61215154365744,0.0614190946166965,1.49177011820872,1.73253296910617
1000,152,1,0.0391152413701184,2720402.14611715,1.80031717011048,0.0672232986976418,1.66855950466311,1.93207483555786
1000,153,1,0.0392503997048046,2066381.38747832,1.78307511361593,0.0807952827947069,1.6247163593383,1.94143386789355
1000,154,1,0.0265126291407364,24214271.2327664,1.70659447839004,0.0749579368188484,1.55967692222509,1.85351203455498
1000,155,1,0.0254285475355917,18875010.1358852,1.68946339857345,0.0715792004825213,1.54916816562771,1.82975863151919
1000,156,1,0.02447772053078,93257110.5067415,1.77800702577445,0.0656727703759304,1.64928839583762,1.90672565571127
1000,157,1,0.0299056110354797,36800416.5398758,1.80763457172032,0.0695044026902772,1.67140594244737,1.94386320099326
1000,158,1,0.0255776292360384,54233439.0365285,1.89437662838044,0.0687718537755856,1.75958379498029,2.02916946178059
1000,159,1,0.0257778300444282,3852174.22055269,1.69878969286554,0.0666788660294074,1.5680991154479,1.82948027028318
1000,160,1,0.0271303635605002,27274456.0248537,1.74626719289447,0.0687862358169703,1.6114461706932,1.88108821509573
1000,161,1,0.0256190618989961,221674725.782906,1.42026414355019,0.0655449334112317,1.29179607406418,1.54873221303621
1000,162,1,0.0342413785370593,957251.659499983,1.72147476642644,0.0641608510906274,1.59571949828881,1.84723003456407
1000,163,1,0.0284352180660923,1845588.2812353,1.56797940137188,0.0660606133609013,1.43850059918452,1.69745820355925
1000,164,1,0.0312531389860912,4546790.39064296,1.7347016820003,0.0625467509743498,1.61211005009058,1.85729331391003
1000,165,1,0.0299238683927079,10945846.8930304,1.78627076763371,0.0703178855182501,1.64844771201794,1.92409382324948
1000,166,1,0.0346091544928934,5766885.93539733,1.59749699554169,0.0638854487520411,1.47228151598769,1.72271247509569
1000,167,1,0.026850631390584,2.33135822638047e+23,1.81948721892671,0.0649328656377967,1.69221880227663,1.94675563557679
1000,168,1,0.0659533008748436,150148.22752968,1.78333520021057,0.0616930980540218,1.66241672802469,1.90425367239646
1000,169,1,0.0366399041682098,182306.309814519,1.60514532243666,0.0829452319017172,1.4425726679093,1.76771797696403
1000,170,1,0.0357454890859317,51305861.944494,1.75965561195256,0.0684579586259654,1.62547801304567,1.89383321085945
1000,171,1,0.0259091758269917,60006385.3640798,1.82783194211244,0.0722159759312006,1.68628862928729,1.9693752549376
1000,172,1,0.0268153185598931,116515240.125294,1.70775707198374,0.187380569864306,1.3404911550497,2.07502298891778
1000,173,1,0.03000518681818,404838.127623105,2.04035899958598,0.0684395411750899,1.90621749888281,2.17450050028916
1000,174,1,0.0264668347795744,415241623.542421,1.80082604621513,0.0665613336083533,1.67036583234275,1.9312862600875
1000,175,1,0.0246010141683625,9990593.54108545,1.65220507931534,0.0690770976973067,1.51681396782862,1.78759619080206
1000,176,1,0.0271552840330942,1532406.51955595,1.61535374002049,0.0615173073501035,1.49477981761429,1.73592766242669
1000,177,1,0.0259473508548582,59636415.2477832,1.51571545659569,0.0802375477184603,1.35844986306751,1.67298105012387
1000,178,1,0.0253061575604129,39947658.094794,1.65048465270015,0.10282977606095,1.44893829162068,1.85203101377961
1000,179,1,0.0268129789884401,4092021.60247504,1.64869510993052,0.0692783100144171,1.51290962230226,1.78448059755877
1000,180,1,0.0263499397657398,76408854.9376442,1.79630567982895,0.0696583325360597,1.65977534805827,1.93283601159963
1000,181,1,0.0313856483097014,435354.179184922,1.58127598752277,0.0668890257790031,1.45017349699592,1.71237847804962
1000,182,1,0.0426315935944133,299759285.17386,1.70242867233048,0.0893743857939127,1.52725487617441,1.87760246848655
1000,183,1,0.0248302601274131,22839079.9339544,1.62450491128909,0.0920976436210648,1.4439935297918,1.80501629278638
1000,184,1,0.0277229771785534,3157857086.73287,1.7497239515593,0.0716549504417044,1.60928024869356,1.89016765442504
1000,185,1,0.0262715759289922,47608400.8500735,1.80135541093738,0.0649455870363906,1.67406206034606,1.92864876152871
1000,186,1,0.0294489633891853,2213960.59868538,1.67819145846508,0.0705722135548075,1.53986991989766,1.8165129970325
1000,187,1,0.0281845537766746,225984764.095225,1.71010484391595,0.0848527857886243,1.54379338377025,1.87641630406166
1000,188,1,0.0276308729786239,68153100.2167126,1.63590661288441,0.0751721138384779,1.48856926976099,1.78324395600783
1000,189,1,0.0272212228390651,2.02048723935779e+20,1.652445984565,0.0637599901900235,1.52747640379255,1.77741556533744
1000,190,1,0.0259500946454594,61881311.5219897,1.69873345519365,0.0772472267637842,1.54732889073663,1.85013801965066
1000,191,1,0.0270728385208144,345401.855922201,1.75967677559018,0.0596826790295377,1.64269872469229,1.87665482648808
1000,192,1,0.0276701377188298,8713962.37094308,1.72987756486596,0.0644587245950944,1.60353846465958,1.85621666507235
1000,193,1,0.0247285887490361,21109949.1343368,1.56792612664909,0.060778838747331,1.44879960270432,1.68705265059386
1000,194,1,0.0272552379340837,7876718889.56546,1.69694445348118,0.0689503892188324,1.56180169061227,1.83208721635009
1000,195,1,0.0417329796473124,49940235.4695274,1.66787762459132,0.0611627559172716,1.54799862299347,1.78775662618917
1000,196,1,0.0251627281443038,72159632.0282866,1.83718456012398,0.0676372102736993,1.70461562798753,1.96975349226043
1000,197,1,0.0329444867373296,1.02994699921615e+20,1.95623205185635,0.0676939389394771,1.82355193153497,2.08891217217772
1000,198,1,0.0589887978748069,236686.148440155,1.71462273491961,0.0694111716506405,1.57857683848436,1.85066863135487
1000,199,1,0.0269763301459401,15471227.9152197,1.6635103423092,0.0632602141470217,1.53952032258104,1.78750036203736
1000,200,1,0.0268564523390018,10499748.6300687,1.54709302921073,0.0813258783950061,1.38769430755652,1.70649175086494
1500,1,1,0.0241227207685396,3.20381007934739e+20,1.77814383196809,0.059660755033075,1.66120875210326,1.89507891183292
1500,2,1,0.0277818898922582,1943868.57879646,1.92804917832018,0.0560706892784482,1.81815062733442,2.03794772930594
1500,3,1,0.0250599789348454,2948684966.03106,1.4760051031984,0.0558929377423353,1.36645494522343,1.58555526117338
1500,4,1,0.0249379003561828,56997811.7377385,1.59288187854626,0.0511876666083366,1.49255405199392,1.6932097050986
1500,5,1,0.0251364898932898,40716675.2574821,1.76342076928827,0.0519595538321983,1.66158004377716,1.86526149479938
1500,6,1,0.0295005200130323,4.95422027582852e+23,1.81097145175722,0.0571797034207209,1.69889923305261,1.92304367046183
1500,7,1,0.0247621087712028,2751612422.56314,1.74294551552581,0.0620350920635323,1.62135673508128,1.86453429597033
1500,8,1,0.0246249805438736,5795207.479856,1.78054928251731,0.0541949707922193,1.67432713976456,1.88677142527006
1500,9,1,0.0242378165403042,160227792.283522,1.62233715671391,0.0576396583132235,1.50936342641999,1.73531088700783
1500,10,1,0.0317156666302691,2999917.78245437,1.75820770109997,0.0555087896518477,1.64941047338235,1.86700492881759
1500,11,1,0.0245152970795997,351289694.643994,1.77851690842378,0.0576036870054416,1.66561368189312,1.89142013495445
1500,12,1,0.0242464917059087,66547012.2625398,1.65108037191158,0.0533699197285856,1.54647532924355,1.75568541457961
1500,13,1,0.0253908702933017,41571611.4142941,1.81608188634103,0.0771837733563582,1.66480169056256,1.96736208211949
1500,14,1,0.0249474170346216,44933409.2404592,1.81972654984549,0.0533162330339924,1.71522673309887,1.92422636659212
1500,15,1,0.0253712415467176,58513909.5802328,1.58084441162686,0.0529706956839251,1.47702184808637,1.68466697516736
1500,16,1,0.0259180819554465,337373686.66453,1.79224214360874,0.0525218773139212,1.68929926407345,1.89518502314403
1500,17,1,0.0403959761957287,21371647.5787355,1.74387524859351,0.0555325579437003,1.63503143502386,1.85271906216316
1500,18,1,0.0294062331790222,4.98170950027646e+20,1.81407523477601,0.0632324533104988,1.69013962628743,1.93801084326458
1500,19,1,0.0250229680636236,37009896.7690044,1.74684885417757,0.0516942965085817,1.64552803302075,1.84816967533439
1500,20,1,0.0260655986230466,25331676.6972628,1.71885217766838,0.0485072801632791,1.62377790854835,1.8139264467884
1500,21,1,0.0107055966289083,7.17633470116483e+23,1.64800808247818,0.0578511452156893,1.53461983785542,1.76139632710093
1500,22,1,0.0144300720414219,117656031.563119,1.5816195164523,0.0700415573055697,1.44433806413338,1.71890096877121
1500,23,1,0.0274595804690167,407503166.599062,1.79515024641747,0.0528939253301198,1.69147815277044,1.89882234006451
1500,24,1,0.0142186535076513,5.6784420254528e+20,1.53424195810665,0.0607088068529512,1.41525269667486,1.65323121953843
1500,25,1,0.0283585627464066,57004273.1181293,1.87247456543401,0.0599283477018435,1.7550150039384,1.98993412692962
1500,26,1,0.0256029555738622,43889525.6862663,1.53100591782817,0.0501921294905582,1.43262934402668,1.62938249162967
1500,27,1,0.0238973176432384,53417953.5563307,1.69225260507689,0.0508906731746643,1.59250688565455,1.79199832449923
1500,28,1,0.0232916743240495,62989704.5153209,1.74890320638825,0.0616554242081524,1.62805857494027,1.86974783783622
1500,29,1,0.0249384170737753,221288455.28596,1.67364279761756,0.0600968220086201,1.55585302648066,1.79143256875446
1500,30,1,0.0239032163550624,247781367.154834,1.68276569105583,0.0547316505469206,1.57549165598386,1.79003972612779
1500,31,1,0.0098755337482171,399567264.236432,1.65081858207025,0.0706373133275565,1.51236944794824,1.78926771619226
1500,32,1,0.0258074340017021,173135363.161955,1.79219118028446,0.0525473179249159,1.68919843715163,1.8951839234173
1500,33,1,0.0256493316027859,39693476.3282117,1.61978003778909,0.0565411253542884,1.50895943209468,1.73060064348349
1500,34,1,0.0248758464346144,141530.354819767,1.74494718763283,0.0510335545133346,1.64492142078669,1.84497295447896
1500,35,1,0.0251790220181012,2928579.53770293,1.85415341643787,0.0592363463996508,1.73805017749456,1.97025665538119
1500,36,1,0.0249480568170303,2078527.57340578,1.74668392984132,0.048048138060075,1.65250957924357,1.84085828043907
1500,37,1,0.0243916216728386,56974202.4286248,1.63987408096931,0.0602002180027602,1.5218816536839,1.75786650825472
1500,38,1,0.01445634097572,61671523.7901304,1.50268553471348,0.0631594896246906,1.37889293504909,1.62647813437788
1500,39,1,0.0302027791294653,58523354.1180537,1.50189755426228,0.050544747282952,1.40282984958769,1.60096525893687
1500,40,1,0.0247816700807724,12979120.3405161,1.83253191934326,0.0551661551085716,1.72440625533046,1.94065758335606
1500,41,1,0.0284963292903063,2.03348579827084e+21,1.70365095875324,0.0491333268220382,1.60734963818205,1.79995227932444
1500,42,1,0.0238741083803359,30532113.7718578,1.72840095162505,0.0565584656609737,1.61754635892955,1.83925554432056
1500,43,1,0.0240641457675116,55848490.192206,1.7482226689873,0.0495657135141109,1.65107387049964,1.84537146747496
1500,44,1,0.025267354267139,6.93188966303934e+23,1.60154024523563,0.0571885761522042,1.48945063597731,1.71362985449395
1500,45,1,0.0251113879304974,436442472.659499,1.80083034663589,0.0554253327685182,1.69219669440959,1.90946399886219
1500,46,1,0.0316618337966901,101541.541249196,1.74670731438955,0.0520023280698771,1.64478275137259,1.84863187740651
1500,47,1,0.0240457685509539,14411801.9980732,1.48272480690969,0.0551891803482666,1.37455401342709,1.59089560039229
1500,48,1,0.0251294560832148,82140032.7393961,1.59735161143108,0.140490186667293,1.32199084556319,1.87271237729898
1500,49,1,0.0240195841443844,41623961.9796384,1.80614598478369,0.0582589257818164,1.69195849025133,1.92033347931605
1500,50,1,0.0254988599888252,17760444.3085778,1.63125815764217,0.0512957847645948,1.53071841950356,1.73179789578078
1500,51,1,0.0255232490225357,16534417.7820753,1.70288278504841,0.0521265797173382,1.60071468880243,1.80505088129439
1500,52,1,0.0232472795249335,78713188.7142719,1.472829263433,0.0530167304040828,1.368916471841,1.576742055025
1500,53,1,0.0244416877782311,2.31243102284059e+23,1.72838045518648,0.0526330159477153,1.62521974392896,1.831541166444
1500,54,1,0.0232379487143911,627594846.547726,1.6365500387021,0.0497259657851946,1.53908714576312,1.73401293164108
1500,55,1,0.0255040824285232,1153952.61049662,1.8799473260478,0.0544256002545412,1.7732731495489,1.9866215025467
1500,56,1,0.0247827895445315,4792495.8214191,1.63847560614386,0.0614217594032276,1.51808895771353,1.75886225457418
1500,57,1,0.0248948322190528,4779634.19489128,1.81178101155236,0.06685909776503,1.6807371799329,1.94282484317182
1500,58,1,0.014646397268208,318377719.378771,1.58910757081694,0.0641789598697944,1.46331680947214,1.71489833216173
1500,59,1,0.0242682807425745,6268965801.17252,2.0049264777512,0.0559592684176604,1.89524631165259,2.11460664384982
1500,60,1,0.0159099469322993,64983756.669151,1.59007649663011,0.0555884043344549,1.48112322413457,1.69902976912564
1500,61,1,0.0243535247576747,18812186.4306487,1.75430020682322,0.0513599269559024,1.65363474998965,1.85496566365679
1500,62,1,0.0250986638317253,138667034.504122,1.68261319643068,0.0588900190054228,1.56718875918006,1.79803763368131
1500,63,1,0.0121891324849006,236131031.868012,1.58254791848731,0.0693732687418578,1.44657631175327,1.71851952522135
1500,64,1,0.0245772604655143,3.35216842475565e+24,1.4907609322881,0.0602145326933485,1.37274044820914,1.60878141636707
1500,65,1,0.0368989964821721,94523.5185812003,1.95773495442165,0.0531540404019181,1.85355303523389,2.06191687360941
1500,66,1,0.0298454958464811,4522717.40928726,1.81690096977354,0.0493628398930559,1.72014980358315,1.91365213596393
1500,67,1,0.0242520142572061,3708053.88132715,1.66016110502259,0.0538995952233838,1.55451789838475,1.76580431166042
1500,68,1,0.0257091425291391,69976873.1825314,1.64874061673388,0.0521667867928655,1.54649371461986,1.7509875188479
1500,69,1,0.0104763749433844,67925536.3993479,1.50744913118805,0.0569161108488168,1.39589355392437,1.61900470845173
1500,70,1,0.0251123877550494,28853662.5729912,1.55206587760745,0.07316841668544,1.40865578090398,1.69547597431091
1500,71,1,0.0240497768620935,216251283.447696,1.58614896765966,0.0633947150666927,1.46189532612895,1.71040260919038
1500,72,1,0.0252149882228919,1790870.40328851,1.77840968761187,0.0589367485767437,1.66289366040145,1.89392571482228
1500,73,1,0.023833483103827,40899357.5428119,1.69211100619176,0.050291378799987,1.59353990374379,1.79068210863974
1500,74,1,0.0248085240013849,1398205.62230339,1.72547917308201,0.055368821415461,1.61695628310771,1.83400206305632
1500,75,1,0.0249145984232471,188240193.102,1.90188961706957,0.0688972067478143,1.76685109184385,2.03692814229529
1500,76,1,0.0248394495180932,51165412.9521519,1.7345686059608,0.062190899487244,1.61267444296581,1.8564627689558
1500,77,1,0.02433894773813,2991998.58927359,1.6509712191422,0.0593112542702861,1.53472116077244,1.76722127751196
1500,78,1,0.0247360377226971,24452805.4502176,1.71622078556609,0.0557131917628093,1.60702292971099,1.8254186414212
1500,79,1,0.0247205202572883,1.38792469273389e+20,1.70443751406703,0.0546566068658081,1.59731056461004,1.81156446352401
1500,80,1,0.0261118044197465,14804050.4745018,1.5677444153383,0.0579210401459588,1.45421917665222,1.68126965402438
1500,81,1,0.0371249893561063,293790.240854733,1.83576521673513,0.0871922167423334,1.66486847192016,2.0066619615501
1500,82,1,0.0256129578386425,521490404.970775,1.62810710489102,0.0596031077238348,1.51128501375231,1.74492919602974
1500,83,1,0.0246231302098849,13080215802.6133,1.60293511598556,0.0543539342603535,1.49640140483527,1.70946882713585
1500,84,1,0.0251457312129595,11643246.8182525,1.85152371041779,0.0596231251487484,1.73466238512624,1.96838503570934
1500,85,1,0.0241280219502829,12937735.5260635,1.78306082855858,0.057943783638384,1.66949101262735,1.89663064448982
1500,86,1,0.0246732946244874,40204027.7702922,1.60522984737645,0.0473044356565769,1.51251315348956,1.69794654126334
1500,87,1,0.0249223659645813,72355321.0423073,1.85181560783191,0.0532661321265668,1.74741398886384,1.95621722679998
1500,88,1,0.0241993110887439,401680.221929851,1.69295434036593,0.0553132982308004,1.58454027583357,1.8013684048983
1500,89,1,0.0270052258844979,5195224.67572711,1.6271468915733,0.050422812760631,1.52831817856246,1.72597560458413
1500,90,1,0.0243760826648365,53695039.7575741,1.60012877158537,0.0511775573562581,1.4998207591671,1.70043678400363
